Date,Open,High,Low,Close,Adj Close,Volume
1969-07-21,1921.530029,1921.530029,1888.040039,1888.420044,1888.420044,0
1969-07-28,1875.000000,1879.410034,1845.400024,1879.410034,1879.410034,0
1969-08-04,1878.140015,1878.699951,1844.030029,1844.030029,1844.030029,0
1969-08-11,1877.199951,1910.869995,1877.199951,1896.089966,1896.089966,0
1969-08-18,1896.829956,1897.750000,1871.790039,1871.790039,1871.790039,0
1969-08-25,1880.430054,1909.260010,1880.430054,1909.260010,1909.260010,0
1969-09-01,1951.540039,1984.689941,1951.540039,1984.689941,1984.689941,0
1969-09-08,1983.949951,1988.500000,1964.459961,1987.619995,1987.619995,0
1969-09-15,1987.619995,2016.709961,1987.619995,2000.430054,2000.430054,0
1969-09-22,2016.849976,2016.849976,1988.920044,1988.920044,1988.920044,0
1969-09-29,1995.959961,2036.800049,1995.959961,2027.939941,2027.939941,0
1969-10-06,2038.719971,2038.719971,2022.699951,2033.520020,2033.520020,0
1969-10-13,2068.320068,2098.649902,2062.850098,2097.489990,2097.489990,0
1969-10-20,2097.489990,2120.939941,2092.899902,2120.939941,2120.939941,0
1969-10-27,2117.120117,2150.100098,2117.120117,2130.300049,2130.300049,0
1969-11-03,2133.969971,2133.969971,2102.580078,2102.580078,2102.580078,0
1969-11-10,2118.260010,2148.659912,2104.520020,2148.659912,2148.659912,0
1969-11-17,2168.209961,2210.600098,2168.209961,2196.020020,2196.020020,0
1969-11-24,2230.580078,2230.580078,2201.409912,2211.899902,2211.899902,0
1969-12-01,2251.370117,2252.610107,2170.149902,2170.149902,2170.149902,0
1969-12-08,2198.979980,2253.590088,2193.040039,2253.590088,2253.590088,0
1969-12-15,2261.899902,2278.830078,2261.429932,2278.830078,2278.830078,0
1969-12-22,2258.260010,2348.030029,2258.260010,2348.030029,2348.030029,0
1969-12-29,2348.030029,2348.030029,2348.030029,2348.030029,2348.030029,0
1970-01-05,2402.850098,2406.219971,2283.679932,2283.679932,2283.679932,0
1970-01-12,2324.239990,2324.239990,2286.449951,2286.449951,2286.449951,0
1970-01-19,2309.379883,2325.360107,2309.379883,2312.000000,2312.000000,0
1970-01-26,2316.709961,2328.600098,2296.429932,2296.429932,2296.429932,0
1970-02-02,2310.449951,2313.310059,2296.679932,2302.929932,2302.929932,0
1970-02-09,2306.399902,2306.399902,2298.649902,2298.649902,2298.649902,0
1970-02-16,2293.929932,2324.399902,2293.929932,2322.979980,2322.979980,0
1970-02-23,2361.469971,2385.070068,2361.469971,2385.070068,2385.070068,0
1970-03-02,2399.760010,2452.260010,2396.639893,2452.260010,2452.260010,0
1970-03-09,2455.169922,2470.219971,2433.120117,2446.360107,2446.360107,0
1970-03-16,2446.360107,2491.179932,2446.360107,2491.179932,2491.179932,0
1970-03-23,2495.179932,2504.840088,2481.010010,2485.360107,2485.360107,0
1970-03-30,2510.239990,2522.840088,2500.090088,2500.090088,2500.090088,0
1970-04-06,2534.449951,2534.449951,2513.939941,2513.939941,2513.939941,0
1970-04-13,2508.159912,2508.159912,2471.209961,2471.209961,2471.209961,0
1970-04-20,2470.669922,2470.669922,2415.669922,2422.860107,2422.860107,0
1970-04-27,2386.060059,2386.060059,2114.320068,2114.320068,2114.320068,0
1970-05-04,2191.389893,2209.610107,2190.540039,2190.540039,2190.540039,0
1970-05-11,2139.070068,2149.429932,2018.709961,2018.709961,2018.709961,0
1970-05-18,2047.900024,2047.900024,1982.329956,1989.339966,1989.339966,0
1970-05-25,1933.329956,2026.099976,1929.640015,2026.099976,2026.099976,0
1970-06-01,2082.370117,2133.850098,2082.370117,2123.820068,2123.820068,0
1970-06-08,2109.580078,2109.580078,2029.410034,2048.939941,2048.939941,0
1970-06-15,2072.800049,2113.219971,2054.370117,2113.219971,2113.219971,0
1970-06-22,2149.280029,2149.280029,2131.889893,2135.879883,2135.879883,0
1970-06-29,2131.810059,2148.790039,2131.810059,2135.250000,2135.250000,0
1970-07-06,2117.649902,2121.510010,2102.219971,2102.219971,2102.219971,0
1970-07-13,2110.010010,2110.870117,2067.760010,2067.760010,2067.760010,0
1970-07-20,2148.939941,2148.939941,2125.620117,2128.350098,2128.350098,0
1970-07-27,2130.050049,2159.159912,2130.050049,2159.159912,2159.159912,0
1970-08-03,2159.159912,2169.780029,2143.090088,2143.090088,2143.090088,0
1970-08-10,2141.379883,2142.850098,2122.830078,2136.149902,2136.149902,0
1970-08-17,2140.639893,2164.280029,2140.639893,2164.280029,2164.280029,0
1970-08-24,2168.149902,2168.149902,2153.179932,2157.840088,2157.840088,0
1970-08-31,2132.209961,2144.959961,2130.540039,2144.959961,2144.959961,0
1970-09-07,2150.540039,2176.989990,2150.540039,2157.260010,2157.260010,0
1970-09-14,2168.399902,2168.399902,2136.800049,2136.800049,2136.800049,0
1970-09-21,2076.989990,2094.000000,2065.020020,2065.020020,2065.020020,0
1970-09-28,2020.880005,2065.590088,2020.880005,2065.590088,2065.590088,0
1970-10-05,2065.590088,2094.360107,2065.590088,2081.320068,2081.320068,0
1970-10-12,2092.459961,2118.399902,2092.459961,2114.209961,2114.209961,0
1970-10-19,2133.030029,2133.030029,2101.679932,2101.679932,2101.679932,0
1970-10-26,2094.899902,2117.260010,2094.899902,2114.199951,2114.199951,0
1970-11-02,2139.320068,2143.719971,2136.590088,2136.590088,2136.590088,0
1970-11-09,2147.979980,2147.979980,2109.989990,2111.090088,2111.090088,0
1970-11-16,2098.449951,2098.449951,2075.159912,2075.159912,2075.159912,0
1970-11-23,2060.030029,2060.030029,2012.130005,2012.130005,2012.130005,0
1970-11-30,1990.469971,2027.369995,1989.689941,1989.689941,1989.689941,0
1970-12-07,1969.569946,2018.170044,1963.400024,2018.170044,2018.170044,0
1970-12-14,2015.910034,2015.910034,1972.780029,1977.560059,1977.560059,0
1970-12-21,1988.959961,1988.959961,1979.709961,1982.609985,1982.609985,0
1970-12-28,1987.140015,1987.140015,1987.140015,1987.140015,1987.140015,0
1971-01-04,1989.439941,2040.930054,1981.739990,2040.930054,2040.930054,0
1971-01-11,2092.330078,2093.899902,2089.219971,2093.899902,2093.899902,0
1971-01-18,2097.399902,2115.250000,2097.399902,2113.729980,2113.729980,0
1971-01-25,2105.010010,2109.199951,2099.080078,2100.899902,2100.899902,0
1971-02-01,2104.879883,2133.340088,2104.879883,2125.159912,2125.159912,0
1971-02-08,2128.250000,2149.879883,2122.659912,2149.879883,2149.879883,0
1971-02-15,2166.639893,2213.389893,2166.639893,2213.389893,2213.389893,0
1971-02-22,2230.090088,2232.419922,2184.500000,2232.419922,2232.419922,0
1971-03-01,2256.050049,2275.280029,2246.610107,2256.429932,2256.429932,0
1971-03-08,2273.379883,2316.209961,2271.159912,2316.209961,2316.209961,0
1971-03-15,2301.399902,2341.899902,2301.399902,2341.899902,2341.899902,0
1971-03-22,2345.270020,2390.020020,2345.270020,2390.020020,2390.020020,0
1971-03-29,2404.649902,2415.729980,2401.330078,2415.729980,2415.729980,0
1971-04-05,2373.419922,2416.919922,2373.419922,2401.439941,2401.439941,0
1971-04-12,2435.320068,2464.100098,2428.479980,2464.100098,2464.100098,0
1971-04-19,2439.949951,2439.949951,2374.669922,2433.330078,2433.330078,0
1971-04-26,2436.929932,2468.179932,2436.929932,2468.179932,2468.179932,0
1971-05-03,2481.669922,2481.669922,2444.810059,2444.810059,2444.810059,0
1971-05-10,2390.219971,2431.280029,2390.219971,2415.199951,2415.199951,0
1971-05-17,2417.620117,2417.620117,2365.919922,2385.209961,2385.209961,0
1971-05-24,2398.479980,2432.719971,2398.479980,2432.719971,2432.719971,0
1971-05-31,2456.330078,2490.389893,2455.949951,2490.389893,2490.389893,0
1971-06-07,2506.060059,2528.790039,2504.310059,2528.790039,2528.790039,0
1971-06-14,2531.489990,2584.489990,2531.489990,2584.489990,2584.489990,0
1971-06-21,2587.580078,2600.489990,2584.510010,2600.320068,2600.320068,0
1971-06-28,2628.459961,2651.060059,2625.139893,2647.199951,2647.199951,0
1971-07-05,2630.439941,2659.570068,2571.370117,2659.570068,2659.570068,0
1971-07-12,2686.419922,2686.419922,2664.199951,2670.879883,2670.879883,0
1971-07-19,2692.629883,2692.629883,2643.139893,2671.370117,2671.370117,0
1971-07-26,2673.840088,2683.239990,2661.590088,2661.590088,2661.590088,0
1971-08-02,2640.679932,2648.530029,2630.090088,2648.530029,2648.530029,0
1971-08-09,2698.270020,2727.800049,2690.139893,2727.800049,2727.800049,0
1971-08-16,2530.479980,2530.479980,2190.159912,2283.879883,2283.879883,0
1971-08-23,2163.790039,2282.340088,2162.820068,2267.189941,2267.189941,0
1971-08-30,2303.909912,2352.270020,2297.060059,2346.770020,2346.770020,0
1971-09-06,2365.580078,2365.580078,2321.790039,2321.790039,2321.790039,0
1971-09-13,2351.149902,2364.649902,2347.350098,2352.310059,2352.310059,0
1971-09-20,2377.050049,2377.050049,2360.860107,2363.969971,2363.969971,0
1971-09-27,2351.959961,2429.310059,2351.959961,2429.310059,2429.310059,0
1971-10-04,2412.649902,2412.649902,2372.479980,2372.479980,2372.479980,0
1971-10-11,2352.600098,2352.600098,2254.939941,2254.939941,2254.939941,0
1971-10-18,2255.179932,2259.520020,2227.250000,2259.520020,2259.520020,0
1971-10-25,2253.689941,2278.459961,2229.350098,2278.459961,2278.459961,0
1971-11-01,2279.040039,2279.040039,2228.780029,2234.110107,2234.110107,0
1971-11-08,2236.239990,2307.820068,2236.239990,2307.820068,2307.820068,0
1971-11-15,2329.139893,2391.899902,2326.540039,2378.790039,2378.790039,0
1971-11-22,2408.110107,2418.679932,2404.679932,2413.750000,2413.750000,0
1971-11-29,2450.739990,2480.560059,2441.580078,2441.580078,2441.580078,0
1971-12-06,2475.709961,2482.469971,2453.689941,2482.469971,2482.469971,0
1971-12-13,2496.719971,2496.719971,2468.110107,2480.250000,2480.250000,0
1971-12-20,2487.590088,2658.709961,2487.590088,2658.709961,2658.709961,0
1971-12-27,2693.489990,2713.739990,2693.489990,2713.739990,2713.739990,0
1972-01-03,2712.310059,2762.489990,2712.310059,2762.489990,2762.489990,0
1972-01-10,2769.620117,2823.530029,2769.620117,2823.530029,2823.530029,0
1972-01-17,2799.739990,2840.860107,2799.739990,2822.540039,2822.540039,0
1972-01-24,2800.060059,2862.399902,2800.060059,2862.399902,2862.399902,0
1972-01-31,2856.500000,2879.669922,2852.320068,2857.290039,2857.290039,0
1972-02-07,2883.469971,2889.840088,2870.770020,2871.780029,2871.780029,0
1972-02-14,2890.659912,2932.219971,2876.419922,2932.219971,2932.219971,0
1972-02-21,2959.290039,2995.550049,2959.290039,2995.550049,2995.550049,0
1972-02-28,3027.489990,3027.489990,3011.300049,3015.139893,3015.139893,0
1972-03-06,3028.989990,3040.219971,3027.419922,3027.419922,3027.419922,0
1972-03-13,2976.149902,3022.929932,2976.149902,3022.929932,3022.929932,0
1972-03-20,3022.929932,3073.229980,3022.929932,3073.229980,3073.229980,0
1972-03-27,3102.479980,3187.620117,3102.479980,3187.620117,3187.620117,0
1972-04-03,3187.620117,3187.620117,3187.620117,3187.620117,3187.620117,0
1972-04-10,3187.620117,3187.620117,3187.620117,3187.620117,3187.620117,0
1972-04-17,3187.620117,3187.620117,3187.620117,3187.620117,3187.620117,0
1972-04-24,3187.620117,3187.620117,3187.620117,3187.620117,3187.620117,0
1972-05-01,3353.379883,3359.409912,3353.379883,3359.409912,3359.409912,0
1972-05-08,3362.800049,3408.090088,3342.919922,3408.090088,3408.090088,0
1972-05-15,3424.939941,3438.189941,3416.429932,3420.560059,3420.560059,0
1972-05-22,3446.659912,3535.879883,3446.659912,3535.879883,3535.879883,0
1972-05-29,3572.620117,3667.169922,3572.620117,3667.169922,3667.169922,0
1972-06-05,3678.909912,3678.909912,3615.800049,3615.800049,3615.800049,0
1972-06-12,3651.350098,3680.780029,3640.370117,3680.780029,3680.780029,0
1972-06-19,3722.629883,3722.629883,3663.159912,3663.159912,3663.159912,0
1972-06-26,3369.639893,3710.699951,3369.639893,3710.699951,3710.699951,0
1972-07-03,3751.320068,3751.320068,3645.379883,3695.310059,3695.310059,0
1972-07-10,3710.530029,3727.500000,3707.370117,3727.500000,3727.500000,0
1972-07-17,3693.840088,3807.149902,3693.840088,3807.149902,3807.149902,0
1972-07-24,3815.310059,3913.810059,3815.310059,3913.810059,3913.810059,0
1972-07-31,3913.810059,3954.389893,3870.300049,3954.389893,3954.389893,0
1972-08-07,3946.330078,3946.330078,3908.010010,3929.800049,3929.800049,0
1972-08-14,3957.689941,4014.350098,3957.689941,4014.350098,4014.350098,0
1972-08-21,4013.959961,4041.780029,4010.459961,4010.459961,4010.459961,0
1972-08-28,3996.899902,4090.389893,3996.899902,4090.389893,4090.389893,0
1972-09-04,4137.759766,4181.890137,4137.479980,4181.890137,4181.890137,0
1972-09-11,4203.220215,4203.220215,4160.310059,4174.799805,4174.799805,0
1972-09-18,4178.839844,4231.209961,4157.500000,4231.209961,4231.209961,0
1972-09-25,4254.609863,4320.629883,4251.290039,4320.629883,4320.629883,0
1972-10-02,4393.669922,4425.490234,4355.279785,4355.279785,4355.279785,0
1972-10-09,4422.080078,4480.060059,4422.080078,4472.729980,4472.729980,0
1972-10-16,4433.629883,4452.169922,4324.799805,4324.799805,4324.799805,0
1972-10-23,4415.060059,4455.060059,4415.060059,4455.060059,4455.060059,0
1972-10-30,4522.180176,4547.919922,4522.180176,4547.919922,4547.919922,0
1972-11-06,4543.879883,4564.459961,4538.830078,4540.100098,4540.100098,0
1972-11-13,4553.770020,4602.779785,4553.770020,4585.910156,4585.910156,0
1972-11-20,4591.069824,4731.399902,4591.069824,4731.399902,4731.399902,0
1972-11-27,4742.160156,4879.180176,4742.160156,4781.479980,4781.479980,0
1972-12-04,4872.459961,4902.819824,4838.759766,4862.399902,4862.399902,0
1972-12-11,4859.399902,4909.240234,4859.399902,4909.240234,4909.240234,0
1972-12-18,4923.390137,5025.540039,4920.839844,5025.540039,5025.540039,0
1972-12-25,5031.229980,5207.939941,5031.229980,5207.939941,5207.939941,0
1973-01-01,5232.859863,5253.180176,5232.859863,5253.180176,5253.180176,0
1973-01-08,5307.189941,5307.189941,5244.290039,5251.669922,5251.669922,0
1973-01-15,5188.399902,5230.870117,5188.399902,5230.870117,5230.870117,0
1973-01-22,5270.540039,5359.740234,5256.819824,5256.819824,5256.819824,0
1973-01-29,5349.509766,5349.509766,4820.520020,4820.520020,4820.520020,0
1973-02-05,4949.759766,4949.759766,4832.470215,4843.540039,4843.540039,0
1973-02-12,4993.729980,5187.299805,4984.879883,5187.299805,5187.299805,0
1973-02-19,5277.740234,5334.689941,5215.029785,5215.029785,5215.029785,0
1973-02-26,5129.310059,5194.879883,5024.100098,5024.100098,5024.100098,0
1973-03-05,4771.629883,4987.430176,4771.629883,4987.430176,4987.430176,0
1973-03-12,5003.549805,5133.450195,5003.549805,5095.299805,5095.299805,0
1973-03-19,5123.540039,5131.009766,5060.180176,5060.180176,5060.180176,0
1973-03-26,5066.020020,5233.790039,5066.020020,5233.790039,5233.790039,0
1973-04-02,5181.680176,5181.680176,5013.009766,5023.100098,5023.100098,0
1973-04-09,4988.629883,4988.629883,4735.589844,4735.589844,4735.589844,0
1973-04-16,4539.399902,4735.549805,4539.399902,4654.850098,4654.850098,0
1973-04-23,4495.180176,4570.330078,4374.770020,4570.330078,4570.330078,0
1973-04-30,4594.649902,4601.890137,4594.649902,4601.890137,4601.890137,0
1973-05-07,4671.069824,4694.189941,4637.060059,4694.189941,4694.189941,0
1973-05-14,4767.850098,4774.950195,4701.140137,4774.950195,4774.950195,0
1973-05-21,4667.540039,4675.270020,4593.569824,4627.410156,4627.410156,0
1973-05-28,4627.580078,4627.580078,4546.740234,4546.740234,4546.740234,0
1973-06-04,4500.549805,4625.790039,4500.549805,4625.790039,4625.790039,0
1973-06-11,4606.100098,4611.160156,4571.450195,4581.950195,4581.950195,0
1973-06-18,4542.990234,4668.859863,4542.990234,4668.859863,4668.859863,0
1973-06-25,4687.240234,4687.240234,4637.770020,4675.120117,4675.120117,0
1973-07-02,4688.770020,4774.580078,4688.770020,4754.200195,4754.200195,0
1973-07-09,4778.020020,4943.500000,4778.020020,4943.500000,4943.500000,0
1973-07-16,4965.339844,4989.790039,4962.560059,4989.790039,4989.790039,0
1973-07-23,5000.200195,5123.250000,5000.200195,5123.250000,5123.250000,0
1973-07-30,5108.459961,5108.459961,4972.810059,4983.959961,4983.959961,0
1973-08-06,4946.069824,4972.950195,4926.080078,4926.080078,4926.080078,0
1973-08-13,4908.279785,4915.410156,4834.450195,4834.450195,4834.450195,0
1973-08-20,4828.729980,4893.910156,4828.069824,4828.069824,4828.069824,0
1973-08-27,4829.709961,4889.189941,4829.709961,4882.089844,4882.089844,0
1973-09-03,4838.250000,4838.250000,4657.709961,4671.640137,4671.640137,0
1973-09-10,4696.490234,4696.490234,4587.399902,4644.120117,4644.120117,0
1973-09-17,4623.790039,4623.790039,4393.419922,4393.419922,4393.419922,0
1973-09-24,4472.779785,4622.560059,4472.779785,4617.330078,4617.330078,0
1973-10-01,4617.330078,4643.689941,4562.129883,4562.129883,4562.129883,0
1973-10-08,4509.290039,4509.290039,4452.600098,4452.600098,4452.600098,0
1973-10-15,4468.410156,4552.220215,4468.410156,4552.220215,4552.220215,0
1973-10-22,4549.500000,4667.109863,4549.500000,4628.580078,4628.580078,0
1973-10-29,4630.379883,4702.919922,4630.379883,4665.979980,4665.979980,0
1973-11-05,4676.959961,4676.959961,4616.620117,4649.000000,4649.000000,0
1973-11-12,4510.319824,4510.319824,4388.100098,4388.100098,4388.100098,0
1973-11-19,4450.890137,4450.890137,4293.500000,4293.500000,4293.500000,0
1973-11-26,4371.709961,4641.839844,4288.750000,4641.839844,4641.839844,0
1973-12-03,4510.520020,4510.520020,4283.560059,4283.560059,4283.560059,0
1973-12-10,4165.129883,4165.129883,4033.090088,4037.919922,4037.919922,0
1973-12-17,4041.469971,4165.229980,3958.570068,4157.080078,4157.080078,0
1973-12-24,4038.209961,4306.799805,4038.209961,4306.799805,4306.799805,0
1973-12-31,4259.200195,4259.200195,4259.200195,4259.200195,4259.200195,0
1974-01-07,4180.700195,4195.220215,4171.109863,4171.109863,4171.109863,0
1974-01-14,4274.750000,4369.669922,4274.750000,4369.669922,4369.669922,0
1974-01-21,4352.649902,4487.970215,4352.649902,4473.990234,4473.990234,0
1974-01-28,4536.850098,4536.850098,4449.899902,4489.939941,4489.939941,0
1974-02-04,4551.879883,4651.549805,4551.879883,4576.600098,4576.600098,0
1974-02-11,4601.200195,4601.200195,4525.279785,4552.220215,4552.220215,0
1974-02-18,4546.870117,4546.870117,4460.470215,4460.470215,4460.470215,0
1974-02-25,4453.069824,4538.689941,4453.069824,4538.689941,4538.689941,0
1974-03-04,4610.689941,4610.689941,4527.040039,4527.040039,4527.040039,0
1974-03-11,4514.689941,4514.689941,4456.939941,4465.589844,4465.589844,0
1974-03-18,4446.109863,4446.109863,4403.149902,4403.149902,4403.149902,0
1974-03-25,4389.890137,4470.339844,4389.890137,4466.140137,4466.140137,0
1974-04-01,4466.319824,4466.319824,4403.649902,4424.140137,4424.140137,0
1974-04-08,4448.459961,4539.189941,4427.899902,4539.189941,4539.189941,0
1974-04-15,4573.569824,4613.589844,4533.720215,4613.589844,4613.589844,0
1974-04-22,4608.319824,4608.319824,4554.299805,4576.439941,4576.439941,0
1974-04-29,4622.350098,4684.680176,4622.350098,4684.680176,4684.680176,0
1974-05-06,4690.779785,4706.470215,4690.779785,4693.540039,4693.540039,0
1974-05-13,4704.419922,4704.419922,4666.060059,4703.910156,4703.910156,0
1974-05-20,4680.580078,4754.189941,4680.580078,4709.609863,4709.609863,0
1974-05-27,4743.330078,4778.359863,4743.330078,4750.439941,4750.439941,0
1974-06-03,4771.859863,4782.270020,4729.160156,4729.160156,4729.160156,0
1974-06-10,4640.450195,4720.600098,4640.450195,4685.120117,4685.120117,0
1974-06-17,4686.040039,4709.479980,4666.740234,4666.740234,4666.740234,0
1974-06-24,4659.899902,4671.819824,4602.870117,4602.870117,4602.870117,0
1974-07-01,4622.149902,4626.700195,4573.620117,4626.700195,4626.700195,0
1974-07-08,4562.459961,4580.520020,4506.979980,4527.629883,4527.629883,0
1974-07-15,4479.879883,4524.979980,4479.879883,4516.790039,4516.790039,0
1974-07-22,4529.160156,4552.430176,4518.229980,4545.029785,4545.029785,0
1974-07-29,4498.220215,4498.220215,4396.100098,4396.100098,4396.100098,0
1974-08-05,4262.919922,4297.399902,4196.069824,4285.129883,4285.129883,0
1974-08-12,4290.529785,4290.529785,4179.819824,4250.520020,4250.520020,0
1974-08-19,4237.620117,4237.620117,4041.280029,4100.629883,4100.629883,0
1974-08-26,3994.989990,4069.679932,3973.139893,4069.679932,4069.679932,0
1974-09-02,4134.350098,4134.350098,4052.679932,4080.810059,4080.810059,0
1974-09-09,4091.820068,4091.820068,4035.500000,4035.500000,4035.500000,0
1974-09-16,3965.620117,4048.469971,3965.620117,4048.469971,4048.469971,0
1974-09-23,4036.620117,4037.639893,3961.399902,3961.399902,3961.399902,0
1974-09-30,3950.000000,3950.000000,3668.189941,3668.189941,3668.189941,0
1974-10-07,3605.870117,3605.870117,3355.129883,3513.229980,3513.229980,0
1974-10-14,3601.889893,3748.719971,3601.889893,3748.719971,3748.719971,0
1974-10-21,3696.570068,3696.570068,3580.330078,3580.330078,3580.330078,0
1974-10-28,3403.610107,3594.550049,3403.610107,3547.580078,3547.580078,0
