Epoch,Training Loss,Validation Loss
0,0.04323289543390274,0.023635897785425186
1,0.010643255896866322,0.016265366226434708
2,0.009052895940840244,0.02255193702876568
3,0.009268160909414291,0.022311916574835777
4,0.00858831312507391,0.016726726666092873
5,0.007699517533183098,0.0167324747890234
6,0.007839803583920002,0.01649266481399536
7,0.008125348947942257,0.015924690291285515
8,0.00759368808940053,0.01811772771179676
9,0.007968928664922714,0.01594904437661171
10,0.008286102674901485,0.01590779609978199
11,0.0076890429481863976,0.01902260072529316
12,0.007834339514374733,0.016229983419179916
13,0.007427874952554703,0.01838752254843712
14,0.008106729947030544,0.016583699733018875
15,0.0077077411115169525,0.018110524863004684
16,0.0077296351082623005,0.017024818807840347
17,0.007269382476806641,0.016055934131145477
18,0.0074180541560053825,0.01633058302104473
19,0.007865887135267258,0.016327833756804466
20,0.007208405993878841,0.016642166301608086
21,0.007597676943987608,0.015948006883263588
22,0.007737648673355579,0.01694330945611
23,0.007719824556261301,0.015830429270863533
24,0.007251206785440445,0.01626175083220005
25,0.007984145544469357,0.015862639993429184
26,0.007678311318159103,0.016007455065846443
27,0.007619649637490511,0.016064347699284554
28,0.007601412013173103,0.015767816454172134
29,0.007528731133788824,0.01685308665037155
30,0.007442210800945759,0.015895647928118706
31,0.007562671322375536,0.01651272550225258
32,0.007373285014182329,0.01590396650135517
33,0.00720063503831625,0.016073912382125854
34,0.0071898819878697395,0.017290720716118813
35,0.0073231118731200695,0.015857644379138947
36,0.007133204489946365,0.016226347535848618
37,0.0072913337498903275,0.016093801707029343
38,0.007487674243748188,0.015833301469683647
39,0.007247495464980602,0.016677282750606537
40,0.007002722006291151,0.016183219850063324
41,0.0072229704819619656,0.016519099473953247
42,0.007344625890254974,0.017422562465071678
43,0.007474785670638084,0.016293365508317947
44,0.00727979326620698,0.0162800345569849
45,0.007607716601341963,0.01605856604874134
46,0.007334514055401087,0.016700856387615204
47,0.007182228844612837,0.01578291691839695
48,0.007171517703682184,0.01592138595879078
49,0.007318894378840923,0.016977228224277496
