Epoch,Training Loss,Validation Loss
0,0.17009498178958893,0.05086015909910202
1,0.01576651632785797,0.022361451759934425
2,0.007315848488360643,0.015128814615309238
3,0.00559755926951766,0.011213600635528564
4,0.005245431791990995,0.009511709213256836
5,0.005190867930650711,0.009355418384075165
6,0.005019762087613344,0.009097788482904434
7,0.004717445466667414,0.008506586775183678
8,0.005165116395801306,0.009680510498583317
9,0.004626215435564518,0.00835446733981371
10,0.004818850662559271,0.00785361509770155
11,0.004666431806981564,0.007994405925273895
12,0.004648032132536173,0.007904836907982826
13,0.004641155246645212,0.007861590012907982
14,0.004642891231924295,0.007624812424182892
15,0.004464728757739067,0.007945706136524677
16,0.004485792014747858,0.007577706128358841
17,0.004476460162550211,0.0075581809505820274
18,0.004451395943760872,0.007826026529073715
19,0.004324009176343679,0.007595159113407135
20,0.004419106524437666,0.007543102838099003
21,0.004551241174340248,0.007518858183175325
22,0.004667636472731829,0.007284179795533419
23,0.004282391630113125,0.007416413631290197
24,0.004314206540584564,0.008052842691540718
25,0.004358205012977123,0.0074847182258963585
26,0.004419200122356415,0.008696496486663818
27,0.004530477337539196,0.007472896482795477
28,0.004542109090834856,0.007296017836779356
29,0.004447526764124632,0.008171404711902142
30,0.004399530123919249,0.007253246381878853
31,0.004305505193769932,0.0071330382488667965
32,0.004520031623542309,0.006903921253979206
33,0.0041029853746294975,0.007227287627756596
34,0.004351666197180748,0.007448846008628607
35,0.004616244230419397,0.006945392116904259
36,0.004271240439265966,0.007749179843813181
37,0.004192174877971411,0.007060917094349861
38,0.00427579740062356,0.007316072937101126
39,0.0041412063874304295,0.006848903372883797
40,0.004092647694051266,0.0068456437438726425
41,0.00413240073248744,0.007222320884466171
42,0.004346256144344807,0.00688895070925355
43,0.004254566505551338,0.007463547401130199
44,0.004241229500621557,0.007342678029090166
45,0.004205124452710152,0.007059981115162373
46,0.004163342993706465,0.006896277889609337
47,0.004048747010529041,0.007739655673503876
48,0.004184860270470381,0.006708298809826374
49,0.003952385392040014,0.00649664830416441
