Epoch,Training Loss,Validation Loss
0,0.03840118646621704,0.00990214105695486
1,0.007682453375309706,0.025520218536257744
2,0.008285543881356716,0.015571706928312778
3,0.007639668881893158,0.00805737916380167
4,0.008124420419335365,0.008193266578018665
5,0.00536252511665225,0.010864302515983582
6,0.00532577047124505,0.012770055793225765
7,0.005755052901804447,0.007433410733938217
8,0.007110160775482655,0.02382471412420273
9,0.006726875435560942,0.008950491435825825
10,0.004204846452921629,0.005637544672936201
11,0.004126883111894131,0.005992696154862642
12,0.004452357534319162,0.008684288710355759
13,0.005534983705729246,0.010426154360175133
14,0.0037278933450579643,0.005107009317725897
15,0.00466314610093832,0.016279546543955803
16,0.006666163913905621,0.00670583127066493
17,0.0049308547750115395,0.004968042951077223
18,0.003379643429070711,0.006858389358967543
19,0.005006780382245779,0.004734165035188198
20,0.0036030327901244164,0.007161375135183334
21,0.005166787654161453,0.009853662922978401
22,0.0035968576557934284,0.010868214070796967
23,0.0043022604659199715,0.006348025053739548
24,0.0032326204236596823,0.004698453936725855
25,0.004369954112917185,0.005353543907403946
26,0.00478183850646019,0.008535242639482021
27,0.0039339009672403336,0.00922219455242157
28,0.003770318115130067,0.007851852104067802
29,0.0035042802337557077,0.005028850864619017
30,0.003916812129318714,0.006975882686674595
31,0.0034128818660974503,0.005063410848379135
32,0.0035789620596915483,0.007412500213831663
33,0.003420003689825535,0.004891484510153532
34,0.0040289550088346004,0.0064048003405332565
35,0.003768347669392824,0.004983017221093178
36,0.0032378544565290213,0.004841489717364311
37,0.004049100913107395,0.005138668697327375
38,0.0031212777830660343,0.005063301883637905
39,0.0038974566850811243,0.005426141433417797
40,0.0033620749600231647,0.0058271801099181175
41,0.002815650776028633,0.009219914674758911
42,0.0036847491282969713,0.006456397008150816
43,0.003314930945634842,0.0055510723032057285
44,0.0029663187451660633,0.006077320780605078
45,0.003318625036627054,0.008452197536826134
46,0.004137028474360704,0.004868648946285248
47,0.0033773761242628098,0.006478168070316315
48,0.003236131276935339,0.004713850095868111
49,0.0030089039355516434,0.004769924096763134
