Epoch,Training Loss,Validation Loss
0,0.03866609185934067,0.012675936333835125
1,0.006954833399504423,0.007239137776196003
2,0.006686925422400236,0.00739759486168623
3,0.005436518229544163,0.02457394450902939
4,0.0055354321375489235,0.006800958886742592
5,0.003887095022946596,0.005039241164922714
6,0.004166091326624155,0.005235251039266586
7,0.0042171538807451725,0.008473376743495464
8,0.005755247548222542,0.0053087989799678326
9,0.0037404620088636875,0.00840422697365284
10,0.0033719250932335854,0.006761468015611172
11,0.004713065922260284,0.004849110264331102
12,0.003447161056101322,0.005123777315020561
13,0.005087528843432665,0.01147743035107851
14,0.003640660783275962,0.004611073527485132
15,0.0033895426895469427,0.006233105901628733
16,0.00291084754280746,0.0066230157390236855
17,0.003371375147253275,0.004168868996202946
18,0.0030070513021200895,0.004759668372571468
19,0.003370542312040925,0.005289772059768438
20,0.002873513847589493,0.013220042921602726
21,0.0035468258429318666,0.004272045101970434
22,0.0028613065369427204,0.004240832291543484
23,0.0028700295370072126,0.0041941311210393906
24,0.004416938871145248,0.016607221215963364
25,0.004047053400427103,0.004215862601995468
26,0.0030532237142324448,0.0043201628141105175
27,0.0025762279983609915,0.007251225411891937
28,0.002636234275996685,0.005487424321472645
29,0.002693414920940995,0.006588608957827091
30,0.003231327747926116,0.00552398432046175
31,0.002642254810780287,0.006911514326930046
32,0.0036418072413653135,0.006127688102424145
33,0.0026044019032269716,0.004284000489860773
34,0.002794890198856592,0.0047575864009559155
35,0.0028231998439878225,0.005895238369703293
36,0.0030098396819084883,0.004686505533754826
37,0.002979790326207876,0.004347497597336769
38,0.002643364714458585,0.004434246104210615
39,0.0027117824647575617,0.005478089675307274
40,0.002679656259715557,0.004246195778250694
41,0.0029833978042006493,0.005611866246908903
42,0.002680977573618293,0.009060780517756939
43,0.0028821565210819244,0.004651802126318216
44,0.0026053120382130146,0.006143481004983187
45,0.0028660320676863194,0.0042519038543105125
46,0.002293297555297613,0.004240061622112989
47,0.0031780777499079704,0.0067201657220721245
48,0.0024723343085497618,0.0053759426809847355
49,0.003518526442348957,0.0049188886769115925
