,Closing Price (Yen),discount_rate
4976,1470.98,5.480000000000001
4977,1468.23,5.480000000000001
4978,1486.01,5.480000000000001
4979,1486.02,5.480000000000001
4980,1499.0,5.480000000000001
4981,1502.13,5.480000000000001
4982,1495.8800000000003,5.480000000000001
4983,1494.04,5.480000000000001
4984,1490.7899999999997,5.480000000000001
4985,1479.08,5.480000000000001
4986,1479.85,5.480000000000001
4987,1475.87,5.480000000000001
4988,1475.05,5.480000000000001
4989,1487.62,5.480000000000001
4990,1486.6100000000001,5.480000000000001
4991,1483.58,5.480000000000001
4992,1486.38,5.480000000000001
4993,1495.61,5.480000000000001
4994,1496.94,5.480000000000001
4995,1497.35,5.480000000000001
4996,1494.13,5.480000000000001
4997,1486.2100000000003,5.480000000000001
4998,1466.4300000000003,5.480000000000001
4999,1465.3399999999997,5.480000000000001
5000,1463.69,5.480000000000001
5001,1469.55,5.480000000000001
5002,1450.61,5.480000000000001
5003,1456.24,5.480000000000001
5004,1459.0,5.480000000000001
5005,1451.1,5.480000000000001
5006,1456.6300000000003,5.480000000000001
5007,1468.29,5.480000000000001
5008,1463.04,5.480000000000001
5009,1472.86,5.480000000000001
5010,1470.95,5.480000000000001
5011,1457.29,5.480000000000001
5012,1456.77,5.480000000000001
5013,1453.32,5.480000000000001
5014,1441.24,5.480000000000001
5015,1449.8799999999999,5.480000000000001
5016,1436.15,5.480000000000001
5017,1441.2899999999997,5.480000000000001
5018,1442.3700000000001,5.480000000000001
5019,1440.62,5.480000000000001
5020,1431.24,5.480000000000001
5021,1422.17,5.480000000000001
5022,1416.55,5.480000000000001
5023,1435.89,5.480000000000001
5024,1454.36,5.480000000000001
5025,1451.48,5.480000000000001
5026,1461.44,5.480000000000001
5027,1452.63,5.480000000000001
5028,1467.69,5.480000000000001
5029,1471.1500000000003,5.480000000000001
5030,1466.76,5.480000000000001
5031,1464.59,5.480000000000001
5032,1465.43,5.480000000000001
5033,1471.61,5.480000000000001
5034,1469.24,5.480000000000001
5035,1459.33,5.480000000000001
5036,1461.6,5.480000000000001
5037,1450.34,5.480000000000001
5038,1444.8899999999999,5.480000000000001
5039,1450.54,5.480000000000001
5040,1442.22,5.480000000000001
5041,1436.7100000000003,5.480000000000001
5042,1445.03,5.480000000000001
5043,1448.17,5.480000000000001
5044,1439.92,5.480000000000001
5045,1432.92,5.480000000000001
5046,1441.4300000000003,5.480000000000001
5047,1433.46,5.480000000000001
5048,1426.99,5.480000000000001
5049,1420.26,5.480000000000001
5050,1418.5399999999997,5.480000000000001
5051,1413.78,5.480000000000001
5052,1418.56,5.480000000000001
5053,1412.2,5.480000000000001
5054,1408.08,5.480000000000001
5055,1430.04,5.480000000000001
5056,1433.59,5.480000000000001
5057,1441.0199999999998,5.480000000000001
5058,1431.92,5.480000000000001
5059,1438.29,5.480000000000001
5060,1438.58,5.480000000000001
5061,1435.6299999999999,5.480000000000001
5062,1445.08,5.480000000000001
5063,1443.6,5.480000000000001
5064,1428.77,5.480000000000001
5065,1425.39,5.480000000000001
5066,1418.5000000000002,5.480000000000001
5067,1415.3500000000001,5.480000000000001
5068,1415.02,5.480000000000001
5069,1418.06,5.480000000000001
5070,1414.6,5.480000000000001
5071,1426.58,5.480000000000001
5072,1427.23,5.480000000000001
5073,1428.78,5.480000000000001
5074,1431.27,5.480000000000001
5075,1424.98,5.480000000000001
5076,1416.22,5.480000000000001
5077,1405.58,5.480000000000001
5078,1406.4,5.480000000000001
5079,1391.77,5.480000000000001
5080,1392.2399999999998,5.480000000000001
5081,1390.21,5.480000000000001
5082,1392.07,5.480000000000001
5083,1378.34,5.480000000000001
5084,1379.0,5.480000000000001
5085,1364.34,5.480000000000001
5086,1366.31,5.480000000000001
5087,1375.4300000000003,5.480000000000001
5088,1380.36,5.480000000000001
5089,1393.6400000000003,5.480000000000001
5090,1391.9699999999998,5.480000000000001
5091,1391.49,5.480000000000001
5092,1387.1,5.480000000000001
5093,1386.25,5.480000000000001
5094,1379.35,5.480000000000001
5095,1376.49,5.480000000000001
5096,1381.22,5.480000000000001
5097,1394.23,5.480000000000001
5098,1404.3,5.480000000000001
5099,1402.03,5.480000000000001
5100,1417.98,5.480000000000001
5101,1434.13,5.480000000000001
5102,1445.86,5.480000000000001
5103,1449.6,5.480000000000001
5104,1444.91,5.480000000000001
5105,1452.1,5.480000000000001
5106,1441.35,5.480000000000001
5107,1419.97,5.480000000000001
5108,1413.93,5.480000000000001
5109,1418.9,5.480000000000001
5110,1424.02,5.480000000000001
5111,1416.93,5.480000000000001
5112,1410.31,5.480000000000001
5113,1416.01,5.480000000000001
5114,1418.2300000000002,5.480000000000001
5115,1423.07,5.480000000000001
5116,1441.8300000000002,5.480000000000001
5117,1447.1399999999999,5.480000000000001
5118,1440.48,5.480000000000001
5119,1444.01,5.480000000000001
5120,1441.9700000000003,5.480000000000001
5121,1437.59,5.480000000000001
5122,1443.2699999999998,5.480000000000001
5123,1446.48,5.480000000000001
5124,1444.09,5.480000000000001
5125,1428.95,5.480000000000001
5126,1429.14,5.480000000000001
5127,1427.93,5.480000000000001
5128,1457.5,5.480000000000001
5129,1463.11,5.480000000000001
5130,1463.6399999999999,5.480000000000001
5131,1472.24,5.480000000000001
5132,1480.51,5.480000000000001
5133,1468.7599999999998,5.480000000000001
5134,1481.81,5.480000000000001
5135,1483.48,5.480000000000001
5136,1488.78,5.480000000000001
5137,1446.66,5.480000000000001
5138,1472.8499999999997,5.480000000000001
5139,1460.38,5.480000000000001
5140,1454.86,5.480000000000001
5141,1467.51,5.480000000000001
5142,1476.21,5.480000000000001
5143,1468.15,5.480000000000001
5144,1475.39,5.480000000000001
5145,1476.01,5.480000000000001
5146,1472.21,5.480000000000001
5147,1478.24,5.480000000000001
5148,1482.23,5.480000000000001
5149,1484.9500000000003,5.480000000000001
5150,1484.5399999999997,5.480000000000001
5151,1499.09,5.480000000000001
5152,1494.82,5.480000000000001
5153,1506.27,5.480000000000001
5154,1502.64,5.480000000000001
5155,1485.07,5.480000000000001
5156,1489.19,5.480000000000001
5157,1487.41,5.480000000000001
5158,1480.44,5.480000000000001
5159,1468.5,5.480000000000001
5160,1473.18,5.480000000000001
5161,1468.4,5.480000000000001
5162,1462.11,5.480000000000001
5163,1460.6199999999997,5.480000000000001
5164,1465.32,5.480000000000001
5165,1466.94,5.480000000000001
5166,1459.3599999999997,5.480000000000001
5167,1467.12,5.480000000000001
5168,1469.54,5.480000000000001
5169,1467.74,5.480000000000001
5170,1462.99,5.480000000000001
5171,1455.45,5.480000000000001
5172,1456.61,5.480000000000001
5173,1458.42,5.480000000000001
5174,1450.31,5.480000000000001
5175,1438.0,5.480000000000001
5176,1456.47,5.480000000000001
5177,1446.57,5.480000000000001
5178,1455.58,5.480000000000001
5179,1445.91,5.480000000000001
5180,1439.12,5.480000000000001
5181,1426.47,5.480000000000001
5182,1434.47,5.480000000000001
5183,1428.16,5.480000000000001
5184,1425.71,5.480000000000001
5185,1430.41,5.480000000000001
5186,1432.63,5.480000000000001
5187,1428.78,5.480000000000001
5188,1418.02,5.480000000000001
5189,1420.72,5.480000000000001
5190,1432.42,5.480000000000001
5191,1436.4400000000003,5.480000000000001
5192,1431.8500000000001,5.480000000000001
5193,1436.22,5.480000000000001
5194,1438.22,5.480000000000001
5195,1438.5899999999997,5.480000000000001
5196,1445.46,5.480000000000001
5197,1444.24,5.480000000000001
5198,1436.68,5.480000000000001
5199,1438.97,5.480000000000001
5200,1443.43,5.480000000000001
5201,1438.23,5.480000000000001
5202,1437.24,5.480000000000001
5203,1441.12,5.480000000000001
5204,1448.74,5.480000000000001
5205,1456.03,5.480000000000001
5206,1453.26,5.480000000000001
5207,1457.49,5.480000000000001
5208,1451.64,5.480000000000001
5209,1461.62,5.480000000000001
5210,1476.52,5.480000000000001
5211,1476.58,5.480000000000001
5212,1477.5300000000002,5.480000000000001
5213,1480.8099999999997,5.480000000000001
5214,1477.4399999999998,5.480000000000001
5215,1480.53,5.480000000000001
5216,1477.72,5.480000000000001
5217,1480.74,5.480000000000001
5218,1477.4000000000003,5.480000000000001
5219,1474.77,5.480000000000001
5220,1485.6200000000001,5.480000000000001
5221,1479.59,5.480000000000001
5222,1481.58,5.480000000000001
5223,1474.75,5.480000000000001
5224,1474.85,5.480000000000001
5225,1490.82,5.480000000000001
5226,1495.57,5.480000000000001
5227,1505.94,5.480000000000001
5228,1502.78,5.480000000000001
5229,1498.25,5.480000000000001
5230,1499.09,5.480000000000001
5231,1488.69,5.480000000000001
5232,1483.04,5.480000000000001
5233,1476.8999999999999,5.480000000000001
5234,1490.58,5.480000000000001
5235,1487.79,5.480000000000001
5236,1485.6,5.480000000000001
5237,1487.8,5.480000000000001
5238,1479.04,5.480000000000001
5239,1480.3600000000001,5.480000000000001
5240,1475.25,5.480000000000001
5241,1478.48,5.480000000000001
5242,1476.44,5.480000000000001
5243,1468.5,5.480000000000001
5244,1470.71,5.480000000000001
5245,1477.45,5.480000000000001
5246,1474.2899999999997,5.480000000000001
5247,1474.03,5.480000000000001
5248,1476.12,5.480000000000001
5249,1489.45,5.480000000000001
5250,1490.63,5.480000000000001
5251,1486.16,5.480000000000001
5252,1494.42,5.480000000000001
5253,1494.18,5.480000000000001
5254,1495.26,5.480000000000001
5255,1494.4400000000003,5.480000000000001
5256,1486.59,5.480000000000001
5257,1489.28,5.480000000000001
5258,1486.74,5.480000000000001
5259,1477.16,5.480000000000001
5260,1473.21,5.480000000000001
5261,1481.99,5.480000000000001
5262,1475.66,5.480000000000001
5263,1477.75,5.480000000000001
5264,1482.65,5.480000000000001
5265,1480.82,5.480000000000001
5266,1484.45,5.480000000000001
5267,1481.55,5.480000000000001
5268,1481.24,5.480000000000001
5269,1483.27,5.480000000000001
5270,1492.11,5.480000000000001
5271,1494.0699999999997,5.480000000000001
5272,1493.6699999999998,5.480000000000001
5273,1494.2099999999998,5.480000000000001
5274,1489.34,5.480000000000001
5275,1488.11,5.480000000000001
5276,1486.4800000000002,5.480000000000001
5277,1483.63,5.480000000000001
5278,1476.44,5.480000000000001
5279,1476.33,5.480000000000001
5280,1461.73,5.480000000000001
5281,1446.02,5.480000000000001
5282,1446.2799999999997,5.480000000000001
5283,1446.74,5.480000000000001
5284,1446.7800000000002,5.480000000000001
5285,1429.36,5.480000000000001
5286,1435.39,5.480000000000001
5287,1430.87,5.480000000000001
5288,1429.48,5.480000000000001
5289,1414.48,5.480000000000001
5290,1394.09,5.480000000000001
5291,1369.4500000000003,5.480000000000001
5292,1383.73,5.480000000000001
5293,1354.2100000000003,5.480000000000001
5294,1360.9,5.480000000000001
5295,1356.96,5.480000000000001
5296,1344.98,5.480000000000001
5297,1321.54,5.480000000000001
5298,1340.3099999999997,5.480000000000001
5299,1337.0299999999997,5.480000000000001
5300,1350.9,5.480000000000001
5301,1342.17,5.480000000000001
5302,1337.25,5.480000000000001
5303,1335.15,5.480000000000001
5304,1336.84,5.480000000000001
5305,1324.83,5.480000000000001
5306,1342.68,5.480000000000001
5307,1352.5399999999997,5.84
5308,1364.96,5.84
5309,1373.83,5.84
5310,1371.37,5.84
5311,1364.2299999999998,5.84
5312,1353.91,5.84
5313,1337.49,5.84
5314,1339.1500000000003,5.84
5315,1331.67,5.84
5316,1329.72,5.84
5317,1333.83,5.84
5318,1334.66,5.84
5319,1345.61,5.84
5320,1344.12,5.84
5321,1342.52,5.84
5322,1340.35,5.84
5323,1339.1899999999998,5.84
5324,1350.27,5.84
5325,1346.75,5.84
5326,1340.38,5.84
5327,1336.1800000000003,5.84
5328,1317.81,5.84
5329,1320.0,5.84
5330,1323.91,5.84
5331,1318.77,5.84
5332,1312.28,5.84
5333,1330.4,5.84
5334,1348.58,5.84
5335,1343.0099999999998,5.84
5336,1363.01,5.84
5337,1366.8,5.84
5338,1380.43,5.84
5339,1367.36,5.84
5340,1365.1800000000003,5.84
5341,1362.6599999999999,5.84
5342,1367.36,5.84
5343,1372.99,5.84
5344,1366.0,5.84
5345,1372.1899999999998,5.84
5346,1375.14,5.84
5347,1378.7,5.84
5348,1377.01,5.84
5349,1382.5300000000002,5.84
5350,1385.43,5.84
5351,1382.36,5.84
5352,1384.17,5.84
5353,1376.09,5.84
5354,1377.44,5.84
5355,1385.61,5.84
5356,1376.05,5.84
5357,1378.07,5.84
5358,1364.61,5.84
5359,1360.2299999999998,5.84
5360,1368.92,5.84
5361,1360.74,5.84
5362,1364.89,5.84
5363,1361.25,5.84
5364,1344.69,5.84
5365,1347.47,5.84
5366,1342.04,5.84
5367,1351.9600000000003,5.84
5368,1344.42,5.84
5369,1349.3,5.84
5370,1343.79,5.84
5371,1340.6299999999999,5.84
5372,1273.33,5.84
5373,1265.24,5.84
5374,1282.4,5.84
5375,1271.58,5.84
5376,1268.16,5.84
5377,1269.0499999999997,5.84
5378,1275.77,5.84
5379,1285.68,5.84
5380,1277.27,5.84
5381,1284.8799999999999,5.84
5382,1288.36,5.84
5383,1294.93,5.84
5384,1279.34,5.84
5385,1274.61,5.84
5386,1277.03,5.84
5387,1260.63,5.84
5388,1256.26,5.84
5389,1250.14,5.84
5390,1263.2499999999998,5.84
5391,1264.2000000000003,5.84
5392,1258.24,5.84
5393,1258.37,5.84
5394,1257.91,5.84
5395,1259.57,5.84
5396,1274.39,5.84
5397,1279.59,5.84
5398,1279.86,5.84
5399,1291.0799999999997,5.84
5400,1288.1099999999997,5.84
5401,1290.29,5.84
5402,1278.96,5.84
5403,1279.29,5.84
5404,1283.47,5.84
5405,1266.27,6.21
5406,1282.38,6.21
5407,1280.78,6.21
5408,1283.5300000000002,6.21
5409,1305.94,6.21
5410,1303.11,6.21
5411,1316.8899999999999,6.21
5412,1314.47,6.21
5413,1318.46,6.21
5414,1314.98,6.21
5415,1319.98,6.21
5416,1322.99,6.21
5417,1312.74,6.21
5418,1315.4100000000003,6.21
5419,1306.49,6.21
5420,1307.55,6.21
5421,1304.45,6.21
5422,1305.23,6.21
5423,1313.18,6.21
5424,1310.0,6.21
5425,1306.61,6.21
5426,1306.67,6.21
5427,1312.2,6.21
5428,1311.71,6.21
5429,1318.11,6.21
5430,1315.86,6.21
5431,1320.58,6.21
5432,1329.36,6.21
5433,1331.7699999999998,6.21
5434,1329.02,6.21
5435,1330.73,6.21
5436,1329.78,6.21
5437,1329.18,6.21
5438,1337.59,6.21
5439,1340.08,6.21
5440,1334.22,6.21
5441,1344.92,6.21
5442,1346.54,6.21
5443,1345.01,6.21
5444,1341.64,6.21
5445,1342.67,6.21
5446,1352.03,6.21
5447,1348.65,6.21
5448,1339.87,6.21
5449,1341.0299999999997,6.21
5450,1351.13,6.21
5451,1344.66,6.21
5452,1349.77,6.21
5453,1355.49,6.21
5454,1345.7499999999998,6.21
5455,1337.6,6.21
5456,1331.8600000000001,6.21
5457,1322.01,6.21
5458,1327.0,6.21
5459,1321.41,6.21
5460,1322.47,6.21
5461,1326.68,6.21
5462,1328.09,6.21
5463,1335.07,6.21
5464,1318.0099999999998,6.21
5465,1340.5400000000002,6.21
5466,1338.4,6.21
5467,1373.0000000000002,6.21
5468,1371.03,6.21
5469,1355.17,6.21
5470,1350.64,6.21
5471,1348.37,6.21
5472,1356.72,6.21
5473,1364.69,6.21
5474,1354.69,6.21
5475,1369.7200000000003,6.21
5476,1361.15,6.21
5477,1377.5799999999997,6.21
5478,1367.36,6.21
5479,1380.77,6.21
5480,1378.69,6.21
5481,1391.27,6.21
5482,1393.3200000000002,6.21
5483,1394.24,6.21
5484,1406.32,6.21
5485,1404.07,6.21
5486,1402.19,6.21
5487,1403.55,6.21
5488,1415.0,6.21
5489,1422.29,6.21
5490,1443.65,6.21
5491,1433.94,6.21
5492,1435.08,6.21
5493,1437.3,6.21
5494,1438.62,6.21
5495,1431.21,6.21
5496,1440.48,6.21
5497,1444.81,6.21
5498,1450.32,6.21
5499,1449.67,6.21
5500,1438.24,6.21
5501,1441.79,6.21
5502,1456.07,6.21
5503,1464.7599999999998,6.21
5504,1464.82,6.21
5505,1466.73,6.21
5506,1482.69,6.21
5507,1480.16,6.21
5508,1470.39,6.21
5509,1478.17,6.21
5510,1473.5,6.21
5511,1461.69,6.21
5512,1469.5,6.21
5513,1466.37,6.21
5514,1469.91,6.21
5515,1476.35,6.21
5516,1485.86,6.21
5517,1488.8099999999997,6.21
5518,1500.41,6.21
5519,1476.67,6.21
5520,1466.09,6.21
5521,1471.02,6.21
5522,1460.1,6.21
5523,1456.23,6.21
5524,1460.02,6.21
5525,1465.6,6.21
5526,1452.32,6.21
5527,1454.93,6.21
5528,1462.34,6.21
5529,1466.4,6.21
5530,1496.56,6.21
5531,1509.49,6.21
5532,1518.66,6.21
5533,1510.51,6.21
5534,1522.37,6.21
5535,1523.49,6.21
5536,1522.59,6.21
5537,1531.46,6.21
5538,1519.06,6.21
5539,1523.2,6.21
5540,1524.03,6.21
5541,1527.02,6.21
5542,1532.0,6.21
5543,1515.19,6.21
5544,1481.24,6.21
5545,1484.7,6.21
5546,1482.54,6.21
5547,1496.54,6.21
5548,1506.94,6.21
5549,1501.71,6.21
5550,1518.18,6.21
5551,1527.78,6.21
5552,1531.13,6.21
5553,1544.6999999999998,6.21
5554,1548.9,6.21
5555,1542.96,6.21
5556,1548.69,6.21
5557,1540.42,6.21
5558,1547.09,6.21
5559,1554.8,6.21
5560,1552.76,6.21
5561,1544.68,6.21
5562,1549.8700000000001,6.21
5563,1554.96,6.21
5564,1564.4799999999998,6.21
5565,1572.69,6.21
5566,1581.56,6.21
5567,1564.24,6.21
5568,1561.66,6.21
5569,1561.94,6.21
5570,1565.8699999999997,6.21
5571,1567.1799999999998,6.21
5572,1573.8,6.21
5573,1577.8,6.21
5574,1569.13,6.21
5575,1570.07,6.21
5576,1582.83,6.21
5577,1582.5099999999998,6.21
5578,1592.11,6.21
5579,1583.0,6.21
5580,1602.9700000000003,6.21
5581,1601.58,5.84
5582,1601.8399999999997,5.84
5583,1598.38,5.84
5584,1604.57,5.84
5585,1598.44,5.84
5586,1617.9000000000003,5.84
5587,1622.18,5.84
5588,1622.86,5.84
5589,1622.06,5.84
5590,1627.82,5.84
5591,1631.24,5.84
5592,1630.0299999999997,5.84
5593,1617.96,5.84
5594,1612.26,5.84
5595,1614.0,5.84
5596,1623.19,5.84
5597,1636.7299999999998,5.84
5598,1641.03,5.84
5599,1648.17,5.84
5600,1647.42,5.84
5601,1646.97,5.84
5602,1655.68,5.84
5603,1666.34,5.84
5604,1672.72,5.84
5605,1691.6299999999999,5.84
5606,1691.91,5.84
5607,1703.91,5.84
5608,1717.6,5.84
5609,1723.47,5.84
5610,1705.15,5.84
5611,1727.92,5.84
5612,1736.94,5.84
5613,1743.0,5.84
5614,1748.56,5.84
5615,1753.71,5.84
5616,1766.1199999999997,5.84
5617,1766.2200000000003,5.84
5618,1764.41,5.84
5619,1775.54,5.84
5620,1777.0500000000002,5.84
5621,1792.1,5.84
5622,1796.49,5.84
5623,1793.83,5.84
5624,1801.62,5.84
5625,1811.2199999999998,5.84
5626,1802.98,5.84
5627,1806.12,5.84
5628,1805.61,5.84
5629,1820.23,5.84
5630,1826.68,5.84
5631,1839.8099999999997,5.84
5632,1835.12,5.84
5633,1851.49,5.84
5634,1809.61,5.84
5635,1803.24,5.84
5636,1814.27,5.84
5637,1830.64,5.84
5638,1827.67,5.84
5639,1770.93,5.84
5640,1715.47,5.84
5641,1756.12,5.84
5642,1747.0599999999997,5.84
5643,1707.72,5.84
5644,1700.48,5.84
5645,1724.73,5.84
5646,1741.93,5.84
5647,1754.09,5.84
5648,1746.83,5.84
5649,1726.62,5.84
5650,1739.6500000000003,5.84
5651,1749.33,5.84
5652,1758.74,5.84
5653,1763.7900000000002,5.84
5654,1755.51,5.84
5655,1768.94,5.84
5656,1762.5300000000002,5.84
5657,1745.29,5.84
5658,1741.92,5.84
5659,1734.09,5.84
5660,1710.07,5.84
5661,1709.81,5.84
5662,1705.71,5.84
5663,1679.59,5.84
5664,1668.09,5.84
5665,1670.1,5.84
5666,1658.4500000000003,5.84
5667,1659.18,5.84
5668,1678.55,5.84
5669,1695.05,5.84
5670,1697.08,5.84
5671,1693.95,5.84
5672,1705.01,5.84
5673,1712.29,5.84
5674,1710.15,5.84
5675,1696.2,5.84
5676,1693.04,5.84
5677,1668.55,5.84
5678,1684.5199999999998,5.84
5679,1688.68,5.84
5680,1695.91,5.84
5681,1716.61,5.84
5682,1726.09,5.84
5683,1743.21,5.84
5684,1736.21,5.84
5685,1725.79,5.84
5686,1718.42,5.84
5687,1718.09,5.84
5688,1710.95,5.84
5689,1690.98,5.84
5690,1710.97,5.84
5691,1718.13,5.84
5692,1725.43,5.84
5693,1712.0,5.84
5694,1717.76,5.84
5695,1722.3299999999997,5.84
5696,1711.57,5.84
5697,1692.9299999999998,5.84
5698,1696.14,5.84
5699,1702.45,5.84
5700,1689.8699999999997,5.84
5701,1686.6399999999999,5.84
5702,1701.67,5.84
5703,1701.38,5.84
5704,1705.75,5.84
5705,1699.08,5.84
5706,1714.89,5.84
5707,1733.64,5.84
5708,1755.15,5.84
5709,1761.93,5.84
5710,1759.26,5.84
5711,1753.3099999999997,5.84
5712,1756.89,5.84
5713,1760.27,5.84
5714,1767.35,5.84
5715,1771.24,5.84
5716,1782.05,5.84
5717,1779.63,5.84
5718,1790.48,5.84
5719,1798.9,5.84
5720,1803.9,5.84
5721,1820.25,5.84
5722,1830.87,5.84
5723,1825.8,5.84
5724,1826.57,5.84
5725,1833.29,5.84
5726,1820.62,5.84
5727,1831.77,5.84
5728,1826.12,5.84
5729,1830.26,5.84
5730,1831.7199999999998,5.84
5731,1828.04,5.84
5732,1815.07,5.84
5733,1833.75,5.84
5734,1840.7,5.84
5735,1845.95,5.84
5736,1849.25,5.84
5737,1851.08,5.84
5738,1852.38,5.84
5739,1843.07,5.84
5740,1826.14,5.84
5741,1825.96,5.84
5742,1824.27,5.84
5743,1828.85,5.84
5744,1819.42,5.84
5745,1791.97,5.84
5746,1775.43,5.84
5747,1776.71,5.84
5748,1765.9,5.84
5749,1771.85,5.84
5750,1777.97,5.84
5751,1762.97,5.84
5752,1758.54,5.84
5753,1770.6200000000001,5.84
5754,1769.55,5.84
5755,1748.88,5.84
5756,1764.25,5.84
5757,1766.8899999999999,5.84
5758,1792.89,5.84
5759,1796.63,5.84
5760,1789.3199999999997,5.84
5761,1778.99,5.84
5762,1785.25,5.84
5763,1803.11,5.84
5764,1795.58,5.84
5765,1802.8,5.84
5766,1806.6400000000003,5.84
5767,1798.21,5.84
5768,1791.82,5.84
5769,1783.2,5.84
5770,1794.1400000000003,5.84
5771,1815.74,5.84
5772,1824.7499999999998,5.84
5773,1832.86,5.84
5774,1819.84,5.84
5775,1824.07,5.84
5776,1820.15,5.84
5777,1841.02,5.84
5778,1827.44,5.84
5779,1859.13,5.84
5780,1844.97,5.84
5781,1868.12,5.84
5782,1864.83,5.84
5783,1872.1,5.84
5784,1870.9699999999998,5.84
5785,1865.89,5.84
5786,1893.02,5.84
5787,1893.5,5.84
5788,1898.6700000000003,5.84
5789,1900.26,5.84
5790,1889.21,5.84
5791,1871.84,5.84
5792,1899.7900000000002,5.84
5793,1880.83,5.84
5794,1884.31,5.84
5795,1878.45,5.84
5796,1890.1300000000003,5.84
5797,1877.25,5.84
5798,1891.73,5.84
5799,1896.09,5.84
5800,1893.9899999999998,5.84
5801,1901.03,5.84
5802,1904.94,5.84
5803,1911.54,5.84
5804,1906.44,5.84
5805,1925.14,5.84
5806,1924.2899999999997,5.84
5807,1917.44,5.84
5808,1919.07,5.84
5809,1935.69,5.84
5810,1938.98,5.84
5811,1947.71,5.84
5812,1938.61,5.84
5813,1937.23,5.84
5814,1937.05,5.84
5815,1933.84,5.84
5816,1939.83,5.84
5817,1928.29,5.84
5818,1930.34,5.84
5819,1929.58,5.84
5820,1932.2,5.84
5821,1930.93,5.84
5822,1939.37,5.84
5823,1955.94,5.84
5824,1959.57,5.84
5825,1971.0,5.84
5826,1990.53,5.84
5827,2002.46,5.84
5828,2007.61,5.84
5829,2000.47,5.84
5830,2001.77,5.84
5831,2000.96,5.84
5832,2009.1800000000003,5.84
5833,2012.79,5.84
5834,2029.1,5.84
5835,2029.5900000000001,5.84
5836,2014.64,5.84
5837,1926.01,5.84
5838,1913.3199999999997,5.84
5839,1921.34,5.84
5840,1955.69,5.84
5841,1938.72,5.84
5842,1884.8200000000002,5.84
5843,1907.41,5.84
5844,1883.5,5.84
5845,1866.65,5.84
5846,1867.31,5.84
5847,1925.88,5.84
5848,1915.31,5.84
5849,1938.06,5.84
5850,1953.5200000000002,5.84
5851,1976.24,5.84
5852,1984.61,5.84
5853,1969.67,5.84
5854,1990.35,5.84
5855,1998.0,5.84
5856,1992.8099999999997,5.84
5857,1997.47,5.84
5858,1983.14,5.84
5859,1987.6,5.84
5860,1979.13,5.84
5861,1930.56,5.84
5862,1948.64,5.84
5863,1935.07,5.84
5864,1911.1200000000001,5.84
5865,1938.08,5.84
5866,1919.46,5.84
5867,1898.88,5.84
5868,1906.0,5.84
5869,1920.99,5.84
5870,1922.52,5.84
5871,1921.53,5.84
5872,1888.04,5.84
5873,1900.19,5.84
5874,1888.4200000000003,5.84
5875,1890.8899999999999,5.84
5876,1875.0,5.84
5877,1845.4,5.84
5878,1842.57,5.84
5879,1865.59,5.84
5880,1879.41,5.84
5881,1881.01,5.84
5882,1878.14,5.84
5883,1878.7,5.84
5884,1867.79,5.84
5885,1860.4100000000003,5.84
5886,1844.03,5.84
5887,1872.03,5.84
5888,1877.2,5.84
5889,1900.89,5.84
5890,1910.87,5.84
5891,1900.63,5.84
5892,1896.09,5.84
5893,1889.35,5.84
5894,1896.83,5.84
5895,1897.75,5.84
5896,1890.38,5.84
5897,1891.2899999999997,5.84
5898,1871.79,5.84
5899,1882.04,5.84
5900,1880.43,5.84
5901,1890.67,5.84
5902,1890.24,5.84
5903,1909.26,5.84
5904,1923.19,5.84
5905,1915.68,5.84
5906,1951.5400000000002,6.25
5907,1964.81,6.25
5908,1972.68,6.25
5909,1971.47,6.25
5910,1984.69,6.25
5911,1977.62,6.25
5912,1983.95,6.25
5913,1964.46,6.25
5914,1988.5,6.25
5915,1987.91,6.25
5916,1987.62,6.25
5917,2000.63,6.25
5918,2014.16,6.25
5919,2016.71,6.25
5920,1995.26,6.25
5921,2000.43,6.25
5922,2008.25,6.25
5923,2016.85,6.25
5924,2012.27,6.25
5925,2012.96,6.25
5926,1988.92,6.25
5927,1968.73,6.25
5928,1995.9599999999998,6.25
5929,2016.1500000000003,6.25
5930,2036.8,6.25
5931,2023.89,6.25
5932,2027.94,6.25
5933,2022.78,6.25
5934,2038.7200000000003,6.25
5935,2033.81,6.25
5936,2022.7,6.25
5937,2033.52,6.25
5938,2044.49,6.25
5939,2068.32,6.25
5940,2062.85,6.25
5941,2074.11,6.25
5942,2098.65,6.25
5943,2097.49,6.25
5944,2122.65,6.25
5945,2079.75,6.25
5946,2099.39,6.25
5947,2110.27,6.25
5948,2092.9,6.25
5949,2120.94,6.25
5950,2116.57,6.25
5951,2117.12,6.25
5952,2136.8,6.25
5953,2150.1,6.25
5954,2145.16,6.25
5955,2130.3,6.25
5956,2122.53,6.25
5957,2133.97,6.25
5958,2135.44,6.25
5959,2121.99,6.25
5960,2102.58,6.25
5961,2096.9,6.25
5962,2121.31,6.25
5963,2118.26,6.25
5964,2104.52,6.25
5965,2118.15,6.25
5966,2147.52,6.25
5967,2148.66,6.25
5968,2155.14,6.25
5969,2168.21,6.25
5970,2181.97,6.25
5971,2210.6,6.25
5972,2201.52,6.25
5973,2196.02,6.25
5974,2199.11,6.25
5975,2213.14,6.25
5976,2211.97,6.25
5977,2230.58,6.25
5978,2201.41,6.25
5979,2211.9,6.25
5980,2251.37,6.25
