,Closing Price (Yen),discount_rate
10341,11736.53,5.000000000000001
10342,11798.860000000002,5.000000000000001
10343,11843.07,5.000000000000001
10344,11960.63,5.000000000000001
10345,11992.31,5.000000000000001
10346,11946.96,5.000000000000001
10347,11889.56,5.000000000000001
10348,11891.079999999998,5.000000000000001
10349,11823.43,5.000000000000001
10350,11867.17,5.000000000000001
10351,11940.8,5.000000000000001
10352,12009.010000000002,5.000000000000001
10353,12027.89,5.000000000000001
10354,12025.71,5.000000000000001
10355,12081.69,5.000000000000001
10356,12148.29,5.000000000000001
10357,12169.92,5.000000000000001
10358,12149.15,5.000000000000001
10359,12156.64,5.000000000000001
10360,12152.37,5.000000000000001
10361,12128.46,5.000000000000001
10362,12147.06,5.000000000000001
10363,12171.92,5.000000000000001
10364,12201.04,5.000000000000001
10365,12194.97,5.000000000000001
10366,12287.38,5.000000000000001
10367,12321.92,5.000000000000001
10368,12412.14,5.000000000000001
10369,12439.66,5.000000000000001
10370,12509.01,5.000000000000001
10371,12476.38,5.000000000000001
10372,12498.669999999998,5.000000000000001
10373,12414.8,5.000000000000001
10374,12347.53,5.000000000000001
10375,12263.85,5.000000000000001
10376,12296.87,5.000000000000001
10377,12419.26,5.000000000000001
10378,12405.03,5.000000000000001
10379,12468.03,5.000000000000001
10380,12487.38,5.000000000000001
10381,12506.64,5.000000000000001
10382,12477.99,5.000000000000001
10383,12541.37,5.000000000000001
10384,12542.6,5.000000000000001
10385,12537.95,5.000000000000001
10386,12493.26,5.000000000000001
10387,12486.15,5.000000000000001
10388,12550.82,5.000000000000001
10389,12604.02,5.000000000000001
10390,12580.76,5.000000000000001
10391,12590.2,5.000000000000001
10392,12677.15,5.000000000000001
10393,12629.86,5.000000000000001
10394,12683.26,5.000000000000001
10395,12627.1,5.000000000000001
10396,12544.239999999998,5.000000000000001
10397,12569.980000000001,5.000000000000001
10398,12635.959999999997,5.000000000000001
10399,12630.43,5.000000000000001
10400,12601.93,5.000000000000001
10401,12573.8,5.000000000000001
10402,12588.01,5.000000000000001
10403,12552.73,5.000000000000001
10404,12207.280000000002,5.000000000000001
10405,12302.06,5.000000000000001
10406,12052.82,5.000000000000001
10407,12114.800000000001,5.000000000000001
10408,12232.07,5.000000000000001
10409,12179.920000000002,5.000000000000001
10410,12124.14,5.000000000000001
10411,12217.77,5.000000000000001
10412,12333.87,5.000000000000001
10413,12405.1,5.000000000000001
10414,12465.92,5.000000000000001
10415,12426.29,5.000000000000001
10416,12456.65,5.000000000000001
10417,12451.79,5.000000000000001
10418,12545.249999999998,5.000000000000001
10419,12506.299999999997,5.000000000000001
10420,12521.2,5.000000000000001
10421,12474.51,5.000000000000001
10422,12527.31,5.000000000000001
10423,12541.53,5.000000000000001
10424,12504.2,5.000000000000001
10425,12358.03,5.000000000000001
10426,12369.3,5.000000000000001
10427,12419.99,5.000000000000001
10428,12516.14,5.000000000000001
10429,12559.1,5.000000000000001
10430,12650.37,5.000000000000001
10431,12673.57,5.000000000000001
10432,12649.13,5.000000000000001
10433,12593.850000000002,5.000000000000001
10434,12593.76,5.000000000000001
10435,12642.730000000001,5.000000000000001
10436,12694.93,5.000000000000001
10437,12767.169999999998,5.000000000000001
10438,12790.27,5.000000000000001
10439,12758.46,5.000000000000001
10440,12689.47,5.000000000000001
10441,12473.41,5.000000000000001
10442,12583.31,5.000000000000001
10443,12693.21,5.000000000000001
10444,12716.11,5.000000000000001
10445,12716.59,5.000000000000001
10446,12683.34,5.000000000000001
10447,12758.930000000002,5.000000000000001
10448,12748.01,5.000000000000001
10449,12717.16,5.000000000000001
10450,12685.25,5.000000000000001
10451,12753.379999999997,5.000000000000001
10452,12769.28,5.000000000000001
10453,12741.109999999999,5.000000000000001
10454,12773.59,5.000000000000001
10455,12677.970000000001,5.000000000000001
10456,12634.76,5.000000000000001
10457,12729.62,5.000000000000001
10458,12765.93,5.000000000000001
10459,12837.02,5.000000000000001
10460,12910.29,5.000000000000001
10461,12841.6,5.000000000000001
10462,12882.09,5.000000000000001
10463,12923.05,5.000000000000001
10464,12919.03,5.000000000000001
10465,12913.750000000002,5.000000000000001
10466,12924.3,5.000000000000001
10467,12969.59,5.000000000000001
10468,12963.35,5.000000000000001
10469,13040.100000000002,5.000000000000001
10470,13029.65,5.000000000000001
10471,13021.01,5.000000000000001
10472,13012.09,5.000000000000001
10473,12858.100000000002,5.000000000000001
10474,12839.490000000002,5.000000000000001
10475,12598.77,5.000000000000001
10476,12698.26,5.000000000000001
10477,12846.49,5.000000000000001
10478,12852.54,5.000000000000001
10479,12788.54,5.000000000000001
10480,12797.660000000002,5.000000000000001
10481,12771.66,5.000000000000001
10482,12762.83,5.000000000000001
10483,12777.03,5.000000000000001
10484,12647.03,5.000000000000001
10485,12648.09,5.000000000000001
10486,12690.37,5.000000000000001
10487,12591.42,5.000000000000001
10488,12269.89,5.000000000000001
10489,12232.27,5.000000000000001
10490,12538.340000000002,5.000000000000001
10491,12525.96,5.000000000000001
10492,12492.27,5.000000000000001
10493,12450.620000000003,5.000000000000001
10494,12437.28,5.000000000000001
10495,12421.15,5.000000000000001
10496,12386.03,5.000000000000001
10497,12401.19,5.000000000000001
10498,12372.88,5.000000000000001
10499,12326.709999999997,5.000000000000001
10500,12419.64,5.000000000000001
10501,12484.019999999999,5.000000000000001
10502,12583.08,5.000000000000001
10503,12612.309999999998,5.000000000000001
10504,12640.05,5.000000000000001
10505,12634.049999999997,5.000000000000001
10506,12704.81,5.000000000000001
10507,12734.049999999997,5.000000000000001
10508,12691.41,5.000000000000001
10509,12690.09,5.000000000000001
10510,12651.77,5.000000000000001
10511,12691.41,5.000000000000001
10512,12685.5,5.000000000000001
10513,12728.8,5.000000000000001
10514,12713.15,5.000000000000001
10515,12716.52,5.000000000000001
10516,12726.64,5.000000000000001
10517,12630.96,5.000000000000001
10518,12529.47,5.000000000000001
10519,12491.8,5.000000000000001
10520,12453.85,5.000000000000001
10521,12479.06,5.000000000000001
10522,12455.72,5.000000000000001
10523,12519.54,5.000000000000001
10524,12625.25,5.000000000000001
10525,12603.04,5.000000000000001
10526,12585.7,5.000000000000001
10527,12591.510000000002,5.000000000000001
10528,12529.66,5.000000000000001
10529,12564.99,5.000000000000001
10530,12666.95,5.000000000000001
10531,12733.009999999998,5.000000000000001
10532,12755.6,5.000000000000001
10533,12704.81,5.000000000000001
10534,12689.5,5.000000000000001
10535,12538.71,5.000000000000001
10536,12593.01,5.000000000000001
10537,12700.109999999999,5.000000000000001
10538,12685.36,5.000000000000001
10539,12720.5,5.000000000000001
10540,12700.86,5.000000000000001
10541,12713.83,5.000000000000001
10542,12750.66,5.000000000000001
10543,12792.0,5.000000000000001
10544,12835.21,5.000000000000001
10545,12857.199999999999,5.000000000000001
10546,12949.92,5.000000000000001
10547,13017.29,5.000000000000001
10548,13055.52,5.000000000000001
10549,13036.56,5.000000000000001
10550,13021.14,5.000000000000001
10551,12973.22,5.000000000000001
10552,13015.69,5.000000000000001
10553,13023.21,5.000000000000001
10554,13001.689999999999,5.000000000000001
10555,12946.53,5.000000000000001
10556,12969.08,5.000000000000001
10557,12854.99,5.000000000000001
10558,12832.63,5.000000000000001
10559,12937.039999999999,5.000000000000001
10560,12913.92,5.000000000000001
10561,12908.66,5.000000000000001
10562,12936.47,5.000000000000001
10563,12808.099999999999,5.000000000000001
10564,12809.98,5.000000000000001
10565,12820.69,5.000000000000001
10566,12892.399999999998,5.000000000000001
10567,12851.24,5.000000000000001
10568,12851.05,5.000000000000001
10569,12821.26,5.000000000000001
10570,12735.08,5.000000000000001
10571,12716.29,5.000000000000001
10572,12589.51,5.000000000000001
10573,12637.439999999999,5.000000000000001
10574,12679.64,5.000000000000001
10575,12700.31,5.000000000000001
10576,12607.27,5.000000000000001
10577,12642.89,5.000000000000001
10578,12697.02,5.000000000000001
10579,12759.33,5.000000000000001
10580,12783.39,5.000000000000001
10581,12783.1,5.000000000000001
10582,12777.84,5.000000000000001
10583,12741.19,5.000000000000001
10584,12763.27,5.000000000000001
10585,12779.53,5.000000000000001
10586,12796.92,5.000000000000001
10587,12774.550000000001,5.000000000000001
10588,12811.200000000003,5.000000000000001
10589,12864.109999999999,5.000000000000001
10590,12793.53,5.000000000000001
10591,12790.9,5.000000000000001
10592,12798.23,5.000000000000001
10593,12850.95,5.000000000000001
10594,12972.0,5.000000000000001
10595,13050.28,5.000000000000001
10596,13107.98,5.000000000000001
10597,13117.849999999999,5.000000000000001
10598,13128.939999999999,5.000000000000001
10599,13102.340000000002,5.000000000000001
10600,13115.03,5.000000000000001
10601,13011.09,5.000000000000001
10602,12962.79,5.000000000000001
10603,13043.04,5.000000000000001
10604,13010.71,5.000000000000001
10605,13097.83,5.000000000000001
10606,13084.589999999998,5.000000000000001
10607,13083.18,5.000000000000001
10608,13113.32,5.000000000000001
10609,13136.87,4.5
10610,13053.79,4.5
10611,12991.24,4.5
10612,13056.42,4.5
10613,13034.19,4.5
10614,12998.21,4.5
10615,12977.02,4.5
10616,12928.6,4.5
10617,13027.13,4.5
10618,13009.7,4.5
10619,13006.78,4.5
10620,12952.050000000001,4.5
10621,12881.5,4.5
10622,12923.32,4.5
10623,12888.94,4.5
10624,12904.2,4.5
10625,12953.37,4.5
10626,12983.14,4.5
10627,12993.69,4.5
10628,12957.14,4.5
10629,12949.04,4.5
10630,13024.3,4.5
10631,13043.61,4.5
10632,13086.47,4.5
10633,13138.09,4.5
10634,13185.66,4.5
10635,13186.61,4.5
10636,13212.13,4.5
10637,13226.07,4.5
10638,13300.58,4.5
10639,13293.799999999997,4.5
10640,13342.78,4.5
10641,13404.3,4.5
10642,13447.91,4.5
10643,13436.23,4.5
10644,13466.65,4.5
10645,13355.41,4.5
10646,13394.31,4.5
10647,13433.21,4.5
10648,13503.49,4.5
10649,13576.3,4.5
10650,13621.699999999999,4.5
10651,13642.139999999998,4.5
10652,13640.83,4.5
10653,13727.86,4.0
10654,13757.63,4.0
10655,13784.29,4.0
10656,13807.46,4.0
10657,13901.56,4.0
10658,13994.63,4.0
10659,14056.52,4.0
10660,14066.219999999998,4.0
10661,14238.13,4.0
10662,14414.66,4.0
10663,14516.77,4.0
10664,14664.47,4.0
10665,14655.52,4.0
10666,14639.32,4.0
10667,14476.54,4.0
10668,14753.3,4.0
10669,15013.189999999999,4.0
10670,14975.23,4.0
10671,14826.869999999999,4.0
10672,15059.72,4.0
10673,15337.18,4.0
10674,15364.340000000002,4.0
10675,15590.899999999998,4.0
10676,15859.75,4.0
10677,15745.870000000003,3.4999999999999996
10678,15555.51,3.4999999999999996
10679,15272.24,3.4999999999999996
10680,15019.809999999998,3.4999999999999996
10681,15124.33,3.4999999999999996
10682,15061.98,3.4999999999999996
10683,15014.06,3.4999999999999996
10684,15110.18,3.4999999999999996
10685,15203.57,3.4999999999999996
10686,15326.38,3.4999999999999996
10687,15396.76,3.4999999999999996
10688,15352.33,3.4999999999999996
10689,15358.36,3.4999999999999996
10690,15486.84,3.4999999999999996
10691,15758.609999999999,3.4999999999999996
10692,15826.62,3.4999999999999996
10693,15827.28,3.4999999999999996
10694,15712.91,3.4999999999999996
10695,15748.02,3.4999999999999996
10696,15682.05,3.4999999999999996
10697,15689.88,3.4999999999999996
10698,15707.34,3.4999999999999996
10699,15757.93,3.4999999999999996
10700,15825.5,3.4999999999999996
10701,15782.65,3.4999999999999996
10702,15868.440000000002,3.4999999999999996
10703,15900.150000000001,3.4999999999999996
10704,15953.85,3.4999999999999996
10705,16078.24,3.4999999999999996
10706,16194.98,3.4999999999999996
10707,16105.23,3.4999999999999996
10708,15982.260000000002,3.4999999999999996
10709,15943.75,3.4999999999999996
10710,15924.69,3.4999999999999996
10711,15739.05,3.4999999999999996
10712,15674.03,3.4999999999999996
10713,15697.53,3.4999999999999996
10714,15689.98,3.4999999999999996
10715,15808.140000000001,3.4999999999999996
10716,15917.33,3.4999999999999996
10717,16204.98,3.4999999999999996
10718,16397.32,3.4999999999999996
10719,16409.49,3.4999999999999996
10720,16467.35,3.4999999999999996
10721,16553.39,3.4999999999999996
10722,16610.61,3.4999999999999996
10723,16670.77,3.4999999999999996
10724,16629.09,3.4999999999999996
10725,16739.27,3.4999999999999996
10726,16669.54,3.4999999999999996
10727,16802.75,3.4999999999999996
10728,16810.99,3.4999999999999996
10729,16817.91,3.4999999999999996
10730,16899.01,3.4999999999999996
10731,17008.34,3.4999999999999996
10732,16967.69,3.4999999999999996
10733,17096.45,3.4999999999999996
10734,17131.22,3.4999999999999996
10735,17205.97,3.4999999999999996
10736,17185.6,3.4999999999999996
10737,17075.89,3.4999999999999996
10738,17177.07,3.4999999999999996
10739,17277.59,3.4999999999999996
10740,17403.13,3.4999999999999996
10741,17454.86,3.4999999999999996
10742,17457.89,3.4999999999999996
10743,17342.4,3.4999999999999996
10744,17516.63,3.4999999999999996
10745,17600.95,3.4999999999999996
10746,17500.43,3.4999999999999996
10747,17547.42,3.4999999999999996
10748,17654.19,3.4999999999999996
10749,17622.74,3.4999999999999996
10750,17669.92,3.4999999999999996
10751,17691.8,3.4999999999999996
10752,17597.73,3.4999999999999996
10753,17595.36,3.4999999999999996
10754,17714.07,3.4999999999999996
10755,17734.15,3.4999999999999996
10756,17506.11,3.4999999999999996
10757,17469.82,3.4999999999999996
10758,17670.77,3.4999999999999996
10759,17820.56,3.4999999999999996
10760,17882.8,3.4999999999999996
10761,17700.9,3.4999999999999996
10762,17725.63,3.4999999999999996
10763,17838.84,3.4999999999999996
10764,17841.31,3.4999999999999996
10765,17522.22,3.4999999999999996
10766,17639.32,3.4999999999999996
10767,17860.07,3.4999999999999996
10768,18026.24,3.4999999999999996
10769,18050.59,3.4999999999999996
10770,17998.29,3.4999999999999996
10771,18038.94,3.4999999999999996
10772,17728.94,3.4999999999999996
10773,17799.05,3.4999999999999996
10774,17509.71,3.4999999999999996
10775,17321.93,3.4999999999999996
10776,17284.79,3.4999999999999996
10777,17263.1,3.4999999999999996
10778,17414.78,3.4999999999999996
10779,17353.48,3.4999999999999996
10780,17422.36,3.4999999999999996
10781,17435.53,3.4999999999999996
10782,17479.11,3.4999999999999996
10783,17794.69,3.4999999999999996
10784,18000.76,3.4999999999999996
10785,18264.71,3.4999999999999996
10786,18376.41,3.4999999999999996
10787,18597.44,3.4999999999999996
10788,18792.61,3.4999999999999996
10789,18936.24,3.4999999999999996
10790,18675.6,3.4999999999999996
10791,18441.31,3.4999999999999996
10792,18132.83,3.4999999999999996
10793,18565.61,3.4999999999999996
10794,18640.83,3.4999999999999996
10795,18503.27,3.4999999999999996
10796,18367.98,3.4999999999999996
10797,18533.68,3.4999999999999996
10798,18787.4,3.4999999999999996
10799,18820.75,3.4999999999999996
10800,18694.93,3.4999999999999996
10801,18505.45,3.4999999999999996
10802,18559.64,3.4999999999999996
10803,18775.08,3.4999999999999996
10804,18763.81,3.4999999999999996
10805,18552.25,3.4999999999999996
10806,18474.09,3.4999999999999996
10807,18619.33,3.4999999999999996
10808,18561.25,3.4999999999999996
10809,18100.52,3.4999999999999996
10810,17463.19,3.4999999999999996
10811,17336.62,3.4999999999999996
10812,17478.35,3.4999999999999996
10813,17523.45,3.4999999999999996
10814,17706.3,3.4999999999999996
10815,17955.76,3.4999999999999996
10816,17988.35,3.4999999999999996
10817,17960.98,3.4999999999999996
10818,18181.21,3.4999999999999996
10819,18106.31,3.4999999999999996
10820,17852.86,3.4999999999999996
10821,17564.39,3.4999999999999996
10822,17019.13,3.4999999999999996
10823,17240.22,3.4999999999999996
10824,17606.45,3.4999999999999996
10825,17435.33,3.4999999999999996
10826,17604.36,3.4999999999999996
10827,17514.8,3.4999999999999996
10828,17650.23,3.4999999999999996
10829,17338.73,3.4999999999999996
10830,17318.07,3.4999999999999996
10831,16970.12,3.4999999999999996
10832,16871.89,3.4999999999999996
10833,16701.34,3.4999999999999996
10834,16523.37,3.4999999999999996
10835,16205.77,3.4999999999999996
10836,15819.549999999997,3.4999999999999996
10837,16308.27,3.4999999999999996
10838,16284.0,3.4999999999999996
10839,16163.8,3.4999999999999996
10840,16157.8,3.4999999999999996
10841,16397.83,3.4999999999999996
10842,16505.38,3.4999999999999996
10843,17010.95,3.4999999999999996
10844,16910.63,3.4999999999999996
10845,16836.59,3.0000000000000004
10846,16786.9,3.0000000000000004
10847,16713.71,3.0000000000000004
10848,16758.35,3.0000000000000004
10849,16973.64,3.0000000000000004
10850,17053.2,3.0000000000000004
10851,17300.56,3.0000000000000004
10852,17447.89,3.0000000000000004
10853,17438.47,3.0000000000000004
10854,17390.5,3.0000000000000004
10855,17208.15,3.0000000000000004
10856,17273.53,3.0000000000000004
10857,17283.81,3.0000000000000004
10858,17304.56,3.0000000000000004
10859,17489.58,3.0000000000000004
10860,17648.23,3.0000000000000004
10861,17747.5,3.0000000000000004
10862,17727.91,3.0000000000000004
10863,17883.66,3.0000000000000004
10864,18083.02,3.0000000000000004
10865,18325.5,3.0000000000000004
10866,18307.98,3.0000000000000004
10867,18190.97,3.0000000000000004
10868,18455.06,3.0000000000000004
10869,18623.95,3.0000000000000004
10870,18637.47,3.0000000000000004
10871,18604.91,3.0000000000000004
10872,18710.68,3.0000000000000004
10873,18602.72,3.0000000000000004
10874,18776.18,3.0000000000000004
10875,18731.25,3.0000000000000004
10876,18830.64,3.0000000000000004
10877,18788.94,3.0000000000000004
10878,18933.07,3.0000000000000004
10879,18847.77,3.0000000000000004
10880,18723.72,3.0000000000000004
10881,18930.03,3.0000000000000004
10882,18825.4,3.0000000000000004
10883,18808.55,3.0000000000000004
10884,18902.85,3.0000000000000004
10885,18774.26,3.0000000000000004
10886,18820.65,3.0000000000000004
10887,18701.3,3.0000000000000004
10888,18820.55,3.0000000000000004
10889,18936.76,3.0000000000000004
10890,18842.37,3.0000000000000004
10891,18778.74,3.0000000000000004
10892,18810.36,3.0000000000000004
10893,18669.02,3.0000000000000004
10894,18544.05,3.0000000000000004
10895,18784.27,3.0000000000000004
10896,19149.63,3.0000000000000004
10897,19188.68,3.0000000000000004
10898,19216.12,3.0000000000000004
10899,19429.18,3.0000000000000004
10900,19380.51,3.0000000000000004
10901,19456.609999999997,3.0000000000000004
10902,19539.48,3.0000000000000004
10903,19554.72,3.0000000000000004
10904,19686.83,3.0000000000000004
10905,19789.93,3.0000000000000004
10906,19921.05,3.0000000000000004
10907,20048.35,3.0000000000000004
10908,20023.55,3.0000000000000004
10909,20072.090000000004,2.5000000000000004
10910,19956.330000000005,2.5000000000000004
10911,19973.87,2.5000000000000004
10912,19795.08,2.5000000000000004
10913,19668.83,2.5000000000000004
10914,19550.21,2.5000000000000004
10915,19679.319999999996,2.5000000000000004
10916,19813.96,2.5000000000000004
10917,19874.889999999996,2.5000000000000004
10918,19628.87,2.5000000000000004
10919,19531.519999999997,2.5000000000000004
10920,19637.93,2.5000000000000004
10921,19881.759999999995,2.5000000000000004
10922,20228.089999999997,2.5000000000000004
10923,20080.39,2.5000000000000004
10924,19940.5,2.5000000000000004
10925,20076.48,2.5000000000000004
10926,20186.33,2.5000000000000004
10927,20453.9,2.5000000000000004
10928,20421.66,2.5000000000000004
10929,20766.66,2.5000000000000004
10930,20933.82,2.5000000000000004
10931,20971.39,2.5000000000000004
10932,21031.66,2.5000000000000004
10933,21176.030000000002,2.5000000000000004
10934,21105.85,2.5000000000000004
10935,21123.1,2.5000000000000004
10936,21166.4,2.5000000000000004
10937,21214.46,2.5000000000000004
10938,21312.96,2.5000000000000004
10939,21470.2,2.5000000000000004
10940,21497.95,2.5000000000000004
10941,21415.37,2.5000000000000004
10942,21514.73,2.5000000000000004
10943,21705.06,2.5000000000000004
10944,21644.320000000003,2.5000000000000004
10945,21657.670000000002,2.5000000000000004
10946,21588.25,2.5000000000000004
10947,21435.3,2.5000000000000004
10948,21472.97,2.5000000000000004
10949,21558.79,2.5000000000000004
10950,22026.66,2.5000000000000004
10951,22178.02,2.5000000000000004
10952,21627.57,2.5000000000000004
10953,21566.66,2.5000000000000004
10954,22040.18,2.5000000000000004
10955,22367.72,2.5000000000000004
10956,22410.85,2.5000000000000004
10957,22738.67,2.5000000000000004
10958,22586.11,2.5000000000000004
10959,22784.65,2.5000000000000004
10960,22912.99,2.5000000000000004
10961,22922.199999999997,2.5000000000000004
10962,23216.59,2.5000000000000004
10963,22919.540000000005,2.5000000000000004
10964,23524.08,2.5000000000000004
10965,23510.69,2.5000000000000004
10966,23868.43,2.5000000000000004
10967,23938.350000000002,2.5000000000000004
10968,23895.22,2.5000000000000004
10969,23886.1,2.5000000000000004
10970,24097.79,2.5000000000000004
10971,24024.61,2.5000000000000004
10972,24006.37,2.5000000000000004
10973,23903.73,2.5000000000000004
10974,23072.409999999996,2.5000000000000004
10975,22889.86,2.5000000000000004
10976,23274.83,2.5000000000000004
10977,23680.89,2.5000000000000004
10978,24009.03,2.5000000000000004
10979,23918.56,2.5000000000000004
10980,24207.55,2.5000000000000004
10981,24589.23,2.5000000000000004
10982,24608.219999999998,2.5000000000000004
10983,24535.85,2.5000000000000004
10984,24363.19,2.5000000000000004
10985,24651.44,2.5000000000000004
10986,24729.03,2.5000000000000004
10987,24298.98,2.5000000000000004
10988,24077.88,2.5000000000000004
10989,23419.600000000002,2.5000000000000004
10990,23754.01,2.5000000000000004
10991,24156.710000000003,2.5000000000000004
10992,24532.72,2.5000000000000004
10993,24582.770000000004,2.5000000000000004
10994,24580.87,2.5000000000000004
10995,24539.75,2.5000000000000004
10996,24433.65,2.5000000000000004
10997,24772.39,2.5000000000000004
10998,24901.59,2.5000000000000004
10999,24992.78,2.5000000000000004
11000,24902.63,2.5000000000000004
11001,25049.400000000005,2.5000000000000004
11002,25366.11,2.5000000000000004
11003,25271.3,2.5000000000000004
11004,25364.21,2.5000000000000004
11005,25523.89,2.5000000000000004
11006,25379.88,2.5000000000000004
11007,25738.96,2.5000000000000004
11008,25890.95,2.5000000000000004
11009,25894.269999999997,2.5000000000000004
11010,25756.440000000002,2.5000000000000004
11011,25738.86,2.5000000000000004
11012,25929.42,2.5000000000000004
11013,25750.55,2.5000000000000004
11014,25288.119999999995,2.5000000000000004
11015,24640.35,2.5000000000000004
11016,24794.91,2.5000000000000004
11017,24892.75,2.5000000000000004
11018,25031.349999999995,2.5000000000000004
11019,25049.83,2.5000000000000004
11020,24902.72,2.5000000000000004
11021,24509.410000000003,2.5000000000000004
11022,24176.399999999998,2.5000000000000004
11023,24252.38,2.5000000000000004
11024,24636.46,2.5000000000000004
11025,24465.48,2.5000000000000004
11026,24158.52,2.5000000000000004
11027,23870.859999999997,2.5000000000000004
11028,23816.09,2.5000000000000004
11029,23472.42,2.5000000000000004
11030,23755.9,2.5000000000000004
11031,24102.99,2.5000000000000004
11032,24118.01,2.5000000000000004
11033,23931.53,2.5000000000000004
11034,23969.76,2.5000000000000004
11035,24003.61,2.5000000000000004
11036,23983.45,2.5000000000000004
11037,23328.64,2.5000000000000004
11038,23078.360000000004,2.5000000000000004
11039,22702.74,2.5000000000000004
11040,23036.52,2.5000000000000004
11041,23942.94,2.5000000000000004
11042,23964.91,2.5000000000000004
11043,24104.979999999996,2.5000000000000004
11044,24385.82,2.5000000000000004
11045,24427.12,2.5000000000000004
11046,24510.37,2.5000000000000004
11047,24488.11,2.5000000000000004
11048,24755.95,2.5000000000000004
11049,24483.82,2.5000000000000004
11050,24172.6,2.5000000000000004
11051,24297.15,2.5000000000000004
11052,24658.23,2.5000000000000004
11053,24800.95,2.5000000000000004
11054,25119.7,2.5000000000000004
11055,25282.97,2.5000000000000004
11056,25560.23,2.5000000000000004
11057,25575.739999999998,2.5000000000000004
11058,25494.01,2.5000000000000004
11059,25378.88,2.5000000000000004
11060,25344.34,2.5000000000000004
11061,25231.59,2.5000000000000004
11062,25396.57,2.5000000000000004
11063,25559.179999999997,2.5000000000000004
11064,25764.99,2.5000000000000004
11065,25754.33,2.5000000000000004
11066,25643.39,2.5000000000000004
11067,25875.739999999998,2.5000000000000004
11068,25968.78,2.5000000000000004
11069,25974.96,2.5000000000000004
11070,26048.17,2.5000000000000004
11071,26029.22,2.5000000000000004
11072,26118.419999999995,2.5000000000000004
11073,25946.6,2.5000000000000004
11074,25649.88,2.5000000000000004
11075,25744.03,2.5000000000000004
11076,25355.35,2.5000000000000004
11077,25004.09,2.5000000000000004
11078,25204.09,2.5000000000000004
11079,24937.93,2.5000000000000004
11080,24795.24,2.5000000000000004
11081,24828.270000000004,2.5000000000000004
11082,24954.02,2.5000000000000004
11083,24967.73,2.5000000000000004
11084,24855.31,2.5000000000000004
11085,24844.84,2.5000000000000004
11086,24912.42,2.5000000000000004
11087,24866.06,2.5000000000000004
11088,24944.88,2.5000000000000004
11089,25095.86,2.5000000000000004
11090,25512.79,2.5000000000000004
11091,25837.34,2.5000000000000004
11092,25998.0,2.5000000000000004
11093,26010.88,2.5000000000000004
11094,25721.74,2.5000000000000004
11095,25862.449999999997,2.5000000000000004
11096,26006.59,2.5000000000000004
11097,26018.33,2.5000000000000004
11098,26088.97,2.5000000000000004
11099,25952.27,2.5000000000000004
11100,26286.75,2.5000000000000004
11101,26338.77,2.5000000000000004
11102,26284.65,2.5000000000000004
11103,26400.63,2.5000000000000004
11104,26646.43,2.5000000000000004
11105,26428.220000000005,2.5000000000000004
11106,26366.740000000005,2.5000000000000004
11107,25746.56,2.5000000000000004
11108,21910.08,2.5000000000000004
11109,23947.4,2.5000000000000004
11110,24404.45,2.5000000000000004
11111,23201.22,2.5000000000000004
11112,23298.78,2.5000000000000004
11113,22202.560000000005,2.5000000000000004
11114,22834.96,2.5000000000000004
11115,22577.530000000002,2.5000000000000004
11116,22033.89,2.5000000000000004
11117,22765.039999999997,2.5000000000000004
11118,23328.91,2.5000000000000004
11119,23358.6,2.5000000000000004
11120,23060.529999999995,2.5000000000000004
11121,22629.65,2.5000000000000004
11122,22795.02,2.5000000000000004
11123,22637.01,2.5000000000000004
11124,22418.37,2.5000000000000004
11125,21686.46,2.5000000000000004
11126,21036.760000000002,2.5000000000000004
11127,21546.5,2.5000000000000004
11128,22448.25,2.5000000000000004
11129,22615.43,2.5000000000000004
11130,22344.28,2.5000000000000004
11131,22734.49,2.5000000000000004
11132,22668.8,2.5000000000000004
11133,22705.56,2.5000000000000004
11134,22856.02,2.5000000000000004
11135,23219.69,2.5000000000000004
11136,23282.18,2.5000000000000004
11137,23268.62,2.5000000000000004
11138,23052.23,2.5000000000000004
11139,22686.780000000002,2.5000000000000004
11140,22832.889999999996,2.5000000000000004
11141,22915.49,2.5000000000000004
11142,22808.159999999996,2.5000000000000004
11143,22602.75,2.5000000000000004
11144,22673.41,2.5000000000000004
11145,22586.52,2.5000000000000004
11146,22948.340000000004,2.5000000000000004
11147,22885.699999999997,2.5000000000000004
11148,23280.84,2.5000000000000004
11149,23035.81,2.5000000000000004
11150,22926.28,2.5000000000000004
11151,22846.73,2.5000000000000004
11152,22819.42,2.5000000000000004
11153,22899.83,2.5000000000000004
11154,22826.97,2.5000000000000004
11155,22956.84,2.5000000000000004
11156,22741.02,2.5000000000000004
11157,22693.85,2.5000000000000004
11158,22543.37,2.5000000000000004
11159,22120.94,2.5000000000000004
11160,21533.439999999995,2.5000000000000004
11161,21564.0,2.5000000000000004
11162,21217.040000000005,2.5000000000000004
11163,21575.28,2.5000000000000004
11164,22790.5,2.5000000000000004
11165,22792.13,2.5000000000000004
11166,22872.56,2.5000000000000004
11167,22578.43,2.5000000000000004
11168,22625.050000000003,2.5000000000000004
11169,22324.99,2.5000000000000004
11170,22603.65,2.5000000000000004
11171,22910.2,2.5000000000000004
11172,22898.17,2.5000000000000004
11173,22843.14,2.5000000000000004
11174,22710.26,2.5000000000000004
11175,22876.58,2.5000000000000004
11176,23125.33,2.5000000000000004
11177,23318.4,2.5000000000000004
11178,23498.76,2.5000000000000004
