Epoch,Training Loss,Validation Loss
0,0.024777311831712723,0.011130466125905514
1,0.007644101046025753,0.008934848941862583
2,0.006829656194895506,0.012388493865728378
3,0.005491464398801327,0.01045201439410448
4,0.007491211872547865,0.007072729524224997
5,0.005025616846978664,0.010011098347604275
6,0.004804152995347977,0.005517963785678148
7,0.005641912575811148,0.0069375005550682545
8,0.004178251605480909,0.017217986285686493
9,0.003824112005531788,0.008631235919892788
10,0.003857121104374528,0.004397717770189047
11,0.003325570374727249,0.004666332621127367
12,0.003443487687036395,0.0043661929666996
13,0.0037789458874613047,0.00439877063035965
14,0.003079018322750926,0.008321499451994896
15,0.003827229142189026,0.007848021574318409
16,0.006079969462007284,0.01048314105719328
17,0.003915305249392986,0.007308618631213903
18,0.002910648938268423,0.004404812585562468
19,0.002931231399998069,0.004445240832865238
20,0.003244169754907489,0.006459403317421675
21,0.0031282512936741114,0.004522469360381365
22,0.0033090526703745127,0.004708449821919203
23,0.003206860739737749,0.005968017037957907
24,0.002861086977645755,0.00419484032317996
25,0.002950097434222698,0.0052184779196977615
26,0.0029079015366733074,0.005658913869410753
27,0.003754042787477374,0.00678977370262146
28,0.003182054031640291,0.004187480080872774
29,0.0034845438785851,0.0053947786800563335
30,0.0026892940513789654,0.0061185285449028015
31,0.0030901385471224785,0.007247382774949074
32,0.003155218902975321,0.004613874014467001
33,0.0026258102152496576,0.004312241915613413
34,0.0027389107272028923,0.004311378113925457
35,0.0031397887505590916,0.005533917807042599
36,0.002455703681334853,0.004224203992635012
37,0.00352100795134902,0.00701860012486577
38,0.002823814982548356,0.006599129643291235
39,0.0030295990873128176,0.0044701374135911465
40,0.002672604750841856,0.004949704743921757
41,0.002813659142702818,0.005705555435270071
42,0.0025848124641925097,0.004427992273122072
43,0.002784642158076167,0.004577737767249346
44,0.004093952476978302,0.011519569903612137
45,0.002420776756480336,0.006546045653522015
46,0.003045038552954793,0.00440059183165431
47,0.002733200555667281,0.004406653344631195
48,0.0022878546733409166,0.00432940386235714
49,0.0026337560266256332,0.006610558368265629
